Date,Time,CO,Benzene,NO2,Temperature,Humidity(%),Traffic_Volume,Particulate_Matter
23.04.04,6:00:00,0.8,4.9,67,14.3,55.4,174.8012582,200.9219209
23.04.04,1:00:00,-200,6.6,-200,16.3,49.7,182.0276545,212.3209451
23.04.04,0:00:00,-200,10,-200,17.2,47.9,170.5270247,212.5511564
23.04.04,21:00:00,1.8,10.9,98,20.5,41.5,185.5247164,209.6741918
23.04.04,22:00:00,2.2,13,108,19.2,44.9,185.1937732,205.4379658
23.04.04,23:00:00,2,11.8,107,18.8,47.7,177.3562195,202.7540072
23.04.04,13:00:00,3,18.9,136,29.2,21.5,180.4408245,208.1773451
23.04.04,12:00:00,3.3,20.1,142,29.7,20.6,177.7638454,201.9718495
23.04.04,14:00:00,3.2,20.6,147,29.6,20.1,175.4698194,220.2016166
23.04.04,10:00:00,3.2,18.3,142,23.7,31,175.0343978,215.8697703
23.04.04,11:00:00,3.8,22,169,26.9,25.7,182.0597968,208.3433002
23.04.04,15:00:00,4.4,25.3,196,30,19.4,184.8237713,220.7416126
23.04.04,20:00:00,4.6,20.8,146,21.5,40.8,170.7310077,217.0443706
23.04.04,7:00:00,4,22.6,95,14,58,189.4254025,207.0866549
23.04.04,16:00:00,4.6,25.8,186,29.5,20.1,174.6705799,201.2238236
23.04.04,9:00:00,5,22.1,142,19.1,42.1,189.3967244,206.4819605
23.04.04,18:00:00,4.8,27.1,164,24.9,30.8,184.031034,200.8658367
23.04.04,17:00:00,5.2,30.6,177,27,26.8,177.2940151,207.59289
23.04.04,8:00:00,5.6,31.1,123,15.4,53.3,180.3127635,219.99194
23.04.04,19:00:00,5.6,32.5,161,23.1,36.7,189.9643452,213.1839832
24.04.04,5:00:00,0.7,3.7,65,14.8,57.7,175.3540941,201.1479879
24.04.04,4:00:00,-200,3.8,60,16.9,49.8,184.9994519,207.4067041
24.04.04,23:00:00,1.3,3.2,69,11.5,76.9,171.7647797,216.3638519
24.04.04,22:00:00,1.1,3,54,12.9,79.7,189.21536,219.830725
24.04.04,6:00:00,0.9,5.7,64,14,59.7,187.255651,210.8382528
24.04.04,3:00:00,1.1,5.8,-200,15.7,53.6,178.8549865,208.3533729
24.04.04,7:00:00,1.5,10,73,14.6,56.8,172.8768953,220.053075
24.04.04,2:00:00,1.8,9,87,16.3,55.3,184.5182673,208.2729122
24.04.04,21:00:00,2,6.8,79,15.6,73.5,171.0417101,200.5236812
24.04.04,13:00:00,1.9,8.7,74,26.9,32.1,181.4549697,220.2116205
24.04.04,15:00:00,1.7,9,89,25.6,36,170.6890091,211.453506
24.04.04,17:00:00,1.8,9.9,93,27.5,31.6,172.1919308,209.4349666
24.04.04,16:00:00,1.9,10.7,95,27,31.8,176.6273255,207.958069
24.04.04,10:00:00,2.6,12.3,107,23.9,33.7,182.2240263,206.701115
24.04.04,8:00:00,2.5,15,86,16.7,51.9,175.2152344,218.3578861
24.04.04,14:00:00,2,11,95,24.3,41.8,184.4853198,201.3031909
24.04.04,1:00:00,2.6,13.4,100,16.1,57.4,184.5416405,201.1602468
24.04.04,11:00:00,2.6,14.4,114,26.8,29.5,187.2636213,203.7618626
24.04.04,12:00:00,2.6,14.6,105,27.2,32.4,171.164423,211.141366
24.04.04,0:00:00,2.8,13.4,113,18.2,49.7,174.4807063,212.6268606
24.04.04,9:00:00,3,15.6,105,20,45,185.2285433,206.7866176
24.04.04,18:00:00,2.8,15.7,123,24.9,38.1,187.5149576,200.2159718
24.04.04,20:00:00,3.4,16.8,126,21.2,50.8,184.0442145,208.4147369
24.04.04,19:00:00,3.5,19.4,134,23.4,39.7,178.5062678,215.3734956
25.04.04,5:00:00,0.3,0.7,20,12.5,50.9,176.5942713,216.1182315
25.04.04,4:00:00,-200,1.2,33,12.5,51.2,172.5845805,202.5994513
25.04.04,6:00:00,0.5,1.1,37,12.8,49.3,182.6759414,203.6543965
25.04.04,14:00:00,0.7,2,44,18.3,27.2,184.2286287,219.2057511
25.04.04,13:00:00,0.8,2.2,52,17.9,30.7,188.5263868,215.4135722
25.04.04,7:00:00,0.6,1.4,50,13.5,48.6,188.5530592,217.9048529
25.04.04,8:00:00,0.6,1.6,45,14.4,45.9,172.3024763,204.5205893
25.04.04,11:00:00,0.9,2.7,58,17.2,35,175.3797289,216.6469197
25.04.04,12:00:00,1,2.7,52,17.4,33.9,171.0984981,215.0036398
25.04.04,15:00:00,0.9,3.4,59,19.4,25.7,171.6330826,201.6716169
25.04.04,9:00:00,0.8,2.3,48,15.1,43.9,186.7580066,210.6334343
25.04.04,10:00:00,1,2.5,56,16.6,38.6,172.619929,220.9097599
25.04.04,17:00:00,1.4,4.7,76,19.6,24.9,185.0780229,210.599762
25.04.04,16:00:00,1.3,4.5,74,20.2,24.1,170.8567806,206.3526276
25.04.04,2:00:00,1,3.6,73,12.7,58.7,181.8562542,214.3320231
25.04.04,21:00:00,1.4,5.1,90,15.5,37,189.6433701,207.9843971
25.04.04,3:00:00,1.3,4.5,-200,12.6,58.6,177.3317028,217.3014829
25.04.04,0:00:00,1.2,3.1,67,12.2,66.8,182.9367717,211.8231924
25.04.04,23:00:00,2.1,7,79,14.5,42,178.4140158,217.9733538
25.04.04,1:00:00,1.3,3.9,73,12.4,64.1,173.140801,212.4178858
25.04.04,18:00:00,1.5,6,83,18.5,27.8,180.4934976,205.7703397
25.04.04,20:00:00,2.5,8.2,101,16.6,34,185.5533334,217.1693078
25.04.04,22:00:00,2.8,13,93,14.8,39.5,185.7288506,218.8936908
25.04.04,19:00:00,2.7,11.7,100,17.8,30.3,186.4467775,218.6483713
26.04.04,4:00:00,-200,0.6,17,14.1,43,179.1373246,207.8152386
26.04.04,3:00:00,0.3,0.8,-200,14,44.3,178.8697455,211.2905772
26.04.04,2:00:00,0.4,1.3,25,14.1,45.3,190.3994203,213.470148
26.04.04,5:00:00,0.4,1.2,44,13.9,43.9,184.3513228,202.3468277
26.04.04,1:00:00,0.7,2.2,43,14.2,45.5,178.0583892,205.1492065
26.04.04,0:00:00,1.1,3.9,57,14.1,44.9,170.8342658,210.5696617
26.04.04,6:00:00,0.8,3.4,72,14,43.8,183.657221,200.4548312
26.04.04,11:00:00,1.3,5.2,78,18.8,31.7,170.3987764,202.5829251
26.04.04,23:00:00,1.2,4,75,16,41.4,174.1798048,210.4973072
26.04.04,9:00:00,1.4,5.3,84,16.3,38.4,175.1360541,203.2880616
26.04.04,10:00:00,1.4,5.4,83,18.3,32.3,182.6072155,200.8753704
26.04.04,14:00:00,1.3,5.4,77,19.7,32.5,170.0094802,208.1444255
26.04.04,22:00:00,1.5,5.3,89,16.4,40.8,174.9188021,220.3177309
26.04.04,12:00:00,1.5,6.6,80,19.6,30.9,176.0463426,219.6574791
26.04.04,15:00:00,1.4,6,77,20.7,31.6,186.2109668,214.6931256
26.04.04,16:00:00,1.5,6.4,81,20,32.7,179.6376181,205.8850222
26.04.04,13:00:00,1.6,6.9,75,20.2,30.7,187.7853451,201.679745
26.04.04,21:00:00,1.6,6.7,101,17.3,38.8,180.8211156,206.9634124
26.04.04,8:00:00,2.1,8.9,89,15,41.7,172.8862724,218.3658847
26.04.04,7:00:00,1.9,7.5,91,14.4,43.6,170.0062543,219.8022375
26.04.04,20:00:00,2.6,9.3,109,17.3,38.8,181.291775,203.428954
26.04.04,17:00:00,2.2,10.7,101,18.6,35.4,184.510465,206.6136921
26.04.04,19:00:00,3,12.5,111,17.8,37.5,184.7903029,216.4830649
26.04.04,18:00:00,3.2,13.9,119,18.3,35.9,185.1863807,201.3754193
27.04.04,1:00:00,0.7,1.7,39,15.7,42.5,189.5242971,209.6717532
27.04.04,3:00:00,0.5,1.5,-200,15.2,45.8,185.8829091,202.0259903
27.04.04,2:00:00,0.5,1.6,32,15.6,43.4,181.198621,216.1965612
27.04.04,0:00:00,0.8,2.2,51,15.4,43,178.9401174,220.5148148
27.04.04,4:00:00,-200,2.5,49,14.7,49.9,177.1647379,207.6991564
27.04.04,5:00:00,0.7,3.3,68,15.5,47.3,183.7089378,202.306513
27.04.04,10:00:00,1.9,8.2,99,22.8,29.1,189.2170551,219.7859083
27.04.04,11:00:00,1.7,8.8,81,24.8,25.3,185.1637081,204.8821484
27.04.04,9:00:00,1.9,7.9,94,19.6,35.9,178.8448729,214.0692254
27.04.04,22:00:00,1.8,8.8,100,18.9,40.6,174.3799376,212.9532139
27.04.04,6:00:00,1.4,8.9,76,14.4,53.1,189.7031586,208.1717965
27.04.04,14:00:00,2,12,95,25.4,24.2,174.1703433,218.1733586
27.04.04,23:00:00,2,10.9,108,17.9,43.5,180.4256636,212.9534681
27.04.04,16:00:00,2.2,12.5,99,27.2,22.1,171.7664538,202.4755743
27.04.04,21:00:00,2.5,12.5,122,19.9,37.8,183.2670895,216.7272693
27.04.04,12:00:00,2.4,14.6,87,27.2,22,184.138724,215.3770756
27.04.04,15:00:00,2.7,14.8,110,25.7,23.8,177.9515832,212.1595697
27.04.04,17:00:00,2.9,15.5,113,27,22.3,173.9771527,218.0608827
27.04.04,13:00:00,3,18,107,28.2,20.4,170.3481951,203.6522444
27.04.04,20:00:00,3.6,18.9,137,21.5,34.5,178.0859714,213.4781556
27.04.04,18:00:00,3.4,17.7,127,24.5,27.8,183.2822619,200.6147943
27.04.04,19:00:00,3.9,21.6,131,23.7,30.2,189.4136555,207.5988875
27.04.04,8:00:00,4.6,23.8,129,18.1,40.3,189.4330288,207.9672393
27.04.04,7:00:00,4.1,23.4,122,15.9,48.5,189.7153427,210.9359014
28.04.04,5:00:00,0.5,2.5,39,16.3,52.8,171.4448734,201.8793954
28.04.04,4:00:00,-200,2.2,40,14.7,56.2,175.8164442,216.0140899
28.04.04,2:00:00,0.6,2.8,64,16.5,50.1,186.8678708,204.8426754
28.04.04,3:00:00,0.6,2.7,-200,14.2,56.9,182.6051985,220.0622503
28.04.04,1:00:00,1,4.4,74,18.1,44.7,183.4128101,220.7273717
28.04.04,6:00:00,1.1,7.5,69,13.9,60.7,172.4467977,205.6114271
28.04.04,0:00:00,1.3,8,83,17.4,46.3,174.8758818,202.7726296
28.04.04,22:00:00,1.4,8.6,96,19.6,49.8,178.7415271,218.5147165
28.04.04,23:00:00,1.6,9.5,92,17.9,56.2,182.4227961,209.9115375
28.04.04,21:00:00,2.7,13.1,129,19.8,46.8,184.3456577,213.1770319
28.04.04,12:00:00,2.5,14.2,121,27.4,28.2,184.3971302,213.6940552
28.04.04,13:00:00,2.4,15.7,108,28.1,26.9,187.5424276,211.3865073
28.04.04,16:00:00,2.9,16.2,121,28.4,26,176.9723792,218.8649781
28.04.04,11:00:00,2.8,16.8,139,26.7,28.7,176.0079274,220.0125036
28.04.04,15:00:00,3.5,20.8,145,28.4,23.4,170.6827727,205.1467426
28.04.04,14:00:00,3.2,21.9,126,27.7,26.5,187.3371825,217.3818801
28.04.04,10:00:00,3.4,18.4,155,24.2,33.8,182.260588,216.3399731
28.04.04,8:00:00,4.2,22,100,16.1,54.8,186.0132772,210.8152388
28.04.04,17:00:00,3.6,19.8,145,27.3,30,173.0776279,210.7982216
28.04.04,9:00:00,4.6,24.7,146,19.3,46.4,186.1083602,214.8883352
28.04.04,20:00:00,5.3,24.9,162,21.8,43.6,184.6749628,207.3963732
28.04.04,18:00:00,4.8,28.9,160,24.3,37.3,186.057024,211.0776534
28.04.04,7:00:00,5.5,30.4,104,15,58.3,183.9425934,208.3583849
28.04.04,19:00:00,5.4,28.3,155,23.1,42.2,176.7483204,211.0149821
29.04.04,4:00:00,-200,2.5,44,14.6,63.4,187.0340806,215.3252621
29.04.04,3:00:00,0.4,2.3,-200,15.6,61.2,174.323085,210.9569242
29.04.04,2:00:00,0.6,2.8,54,15.9,60.1,178.4357951,206.7018067
29.04.04,5:00:00,0.8,4.4,57,13.3,67,183.8119828,201.548752
29.04.04,11:00:00,1.5,9,91,25.4,25,189.9466943,220.329118
29.04.04,1:00:00,1,5.2,61,16.8,59.5,180.6206216,209.8040532
29.04.04,6:00:00,1.5,9.4,68,12.9,66.5,170.6264733,210.1838285
29.04.04,0:00:00,1.5,7.8,89,17.4,55.6,186.6239664,220.2949998
29.04.04,10:00:00,2.1,10.9,118,23.8,30.2,171.5517567,217.5568422
29.04.04,12:00:00,2,14.4,89,25.6,25.5,170.0492202,212.8317372
29.04.04,22:00:00,2.7,13.7,102,17.8,61,182.3973811,206.6206026
29.04.04,13:00:00,3.8,22.3,129,24.9,29.9,172.119247,210.6504318
29.04.04,21:00:00,2.9,16.3,112,18.2,58.8,181.5371472,202.7656023
29.04.04,9:00:00,3.5,18,135,18.6,47.8,173.4487852,203.590876
29.04.04,23:00:00,2.8,13.6,97,17,70.7,182.0301591,219.1228084
29.04.04,14:00:00,3.4,20.9,122,22.4,37.9,184.5662695,207.575305
29.04.04,16:00:00,3.9,21.2,136,21.4,44.4,173.9708435,209.3666182
29.04.04,20:00:00,4.3,19.2,122,18.6,57.6,41.08186489,133.4923753
29.04.04,15:00:00,4.4,23.1,138,21.7,44,53.06903126,127.7827289
29.04.04,17:00:00,4.9,24.8,143,20.8,45.3,37.91469745,143.1502208
29.04.04,18:00:00,5.4,28.6,145,20.2,48.6,52.37619909,162.1148834
29.04.04,7:00:00,4.9,29.8,95,14.8,61.3,36.79363511,144.3502501
29.04.04,19:00:00,6.5,32.6,146,20.2,50.8,47.39910677,144.7744995
29.04.04,8:00:00,7.2,36.2,125,16.1,56.5,38.49185478,170.1677434
30.04.04,5:00:00,0.8,4.5,66,15.7,74.7,37.04963286,144.3550579
30.04.04,4:00:00,-200,4,56,15.4,78.5,56.26596943,168.2136334
30.04.04,3:00:00,1,5,-200,15.7,77.4,49.42549592,142.3649972
30.04.04,2:00:00,1.2,5.9,74,15.7,78.4,58.26459918,147.9906999
30.04.04,1:00:00,1.7,7.6,76,15.7,78.6,32.1291791,144.76405
30.04.04,6:00:00,1.7,9.3,90,15.9,73.1,57.374054,159.1678111
30.04.04,0:00:00,2.3,11.1,85,16.2,76.9,37.42301925,149.4924202
30.04.04,14:00:00,2.6,15.4,94,21.4,50.9,55.79161058,130.9731984
30.04.04,10:00:00,2.7,12.6,116,16.3,73.2,34.91439065,138.7962238
30.04.04,11:00:00,2.6,12.9,109,16,78.5,45.33910805,145.1735994
30.04.04,12:00:00,3.2,14.9,116,17.3,72.4,33.93492786,165.1167843
30.04.04,21:00:00,3.1,15.1,110,18.2,65.4,40.60319265,164.4955585
30.04.04,22:00:00,3,14.6,102,18.1,66.1,52.94463197,152.1766851
30.04.04,9:00:00,3.3,16.6,117,17.6,65,40.55168545,159.4631875
30.04.04,13:00:00,3.4,17.4,115,19.4,60.9,48.07216318,174.3052006
30.04.04,15:00:00,3.4,16.7,121,22.7,45.8,43.09559537,141.7270499
30.04.04,8:00:00,3.4,19.9,103,18.7,57.6,31.67252644,129.8097142
30.04.04,23:00:00,3.1,13.7,108,17.7,66.9,48.7549026,138.9267718
30.04.04,20:00:00,4.4,19.5,133,19.1,61.1,50.57142467,137.8792709
30.04.04,7:00:00,3,18.3,111,16.6,68.2,57.16076508,131.6649621
30.04.04,18:00:00,4.2,21,122,20.8,54.4,47.2368799,141.2341934
30.04.04,17:00:00,4.5,19.2,110,21,54.3,48.56909942,171.2190118
30.04.04,16:00:00,4,18,114,20.9,60.8,41.66804049,153.2764288
30.04.04,19:00:00,5.7,26.9,135,19.8,58.6,31.73858614,151.1388485
01.05.04,5:00:00,0.6,2.6,32,16.7,67.1,39.41483182,167.8751519
01.05.04,6:00:00,0.7,3.1,35,16.7,66.9,43.80557309,168.4300702
01.05.04,4:00:00,-200,3.5,42,16.2,69.9,30.00088282,142.1682513
01.05.04,13:00:00,1.3,6.1,66,25.6,31.5,55.45023298,146.5444541
01.05.04,14:00:00,1.3,6.5,68,24.8,34.8,52.07989588,175.7510846
01.05.04,3:00:00,1.3,6.3,-200,15.7,73.1,40.27562011,145.9340348
01.05.04,7:00:00,1.2,6.5,67,16.9,66.5,38.0564606,132.2624842
01.05.04,17:00:00,1.8,8.3,95,23.7,37.2,37.60080045,175.259524
01.05.04,2:00:00,1.6,6.5,71,16.5,70.2,52.54292453,168.8527201
01.05.04,8:00:00,1.5,6.5,73,17.7,62,36.15418228,133.1428713
01.05.04,15:00:00,1.8,9.2,82,26.1,30.3,34.69392642,143.1215757
01.05.04,16:00:00,2,8.3,91,25.5,33.5,38.0587708,146.304654
01.05.04,21:00:00,2,9.4,100,17.8,55.5,31.21474595,158.297594
01.05.04,12:00:00,2,9.2,86,26,31.9,49.41027307,138.0877564
01.05.04,11:00:00,1.9,9.2,86,24.6,36.7,46.77841948,128.881211
01.05.04,10:00:00,2.1,8.8,89,21.6,46.1,58.59660865,154.6756576
01.05.04,18:00:00,2.4,11,104,22.3,38.9,34.3537288,162.7476342
01.05.04,9:00:00,1.8,8.8,86,19.4,54.6,44.63766152,148.7068715
01.05.04,20:00:00,2.8,10.8,112,19,51.7,36.64623181,128.4119834
01.05.04,1:00:00,2.4,9.3,84,17.3,68.3,40.52404279,171.9191569
01.05.04,19:00:00,4,14.7,131,20.7,42.8,34.96912348,133.8113291
01.05.04,22:00:00,3.6,14.8,115,17.4,57.6,48.48815242,142.5308237
01.05.04,23:00:00,3.7,13.3,129,17.6,58.5,45.64118504,129.2663246
01.05.04,0:00:00,3.5,15.2,110,17.8,66.8,52.40669259,137.3381937
02.05.04,5:00:00,0.6,2.6,37,14.7,65.2,37.19690534,153.2253246
02.05.04,4:00:00,-200,3.3,35,14.8,65.8,34.51413308,135.7321443
02.05.04,6:00:00,0.7,3.6,45,13.1,70.2,49.14398253,131.9535724
02.05.04,7:00:00,0.8,4.8,46,14.3,66.2,31.74870569,174.4449662
02.05.04,2:00:00,0.9,5.5,55,16.4,62.2,35.39743714,152.6464493
02.05.04,13:00:00,1.1,4.8,64,24.4,32.7,34.33779989,145.9235204
02.05.04,8:00:00,1.2,5.9,68,16,61.6,56.73585431,170.095711
02.05.04,3:00:00,1.6,6.6,-200,14.8,67.6,60.72320415,166.1798308
02.05.04,12:00:00,1.3,6.2,68,24.3,34,33.08445581,126.6223551
02.05.04,11:00:00,1.3,6.1,72,23.6,36.4,30.42012411,155.108455
02.05.04,16:00:00,1.1,5.5,67,25.9,28.1,57.14248628,165.3475231
02.05.04,14:00:00,1.2,6.8,73,24.6,31.7,42.6979105,128.6538798
02.05.04,9:00:00,1.4,6.9,77,17.7,56.4,42.42595397,159.1577043
02.05.04,15:00:00,1.5,7,84,23.9,34.3,56.82949289,128.0645301
02.05.04,1:00:00,1.8,7.9,74,17.1,60.4,52.38876621,155.258565
02.05.04,23:00:00,2,8.3,121,19.1,44.1,41.50128595,135.6186438
02.05.04,10:00:00,1.6,8.5,79,21.3,44.7,46.94637023,163.6447671
02.05.04,22:00:00,2.3,10.2,118,19.4,42.6,38.04031283,132.4427326
02.05.04,17:00:00,1.9,9.5,106,24.5,32.3,48.33943085,161.5925345
02.05.04,0:00:00,2.3,8.4,99,17.2,59.3,40.46356468,157.0863231
02.05.04,21:00:00,2.2,9.7,100,19.4,52.1,58.4432318,150.2682144
02.05.04,18:00:00,2.3,11.9,114,22.6,39.3,50.73007163,134.001559
02.05.04,20:00:00,2.6,10.7,108,19.9,54.9,35.62420422,156.8120012
02.05.04,19:00:00,3.3,13.8,123,21.2,47.5,36.90379749,159.8325574
03.05.04,3:00:00,0.4,1.7,-200,15.6,65.3,37.79328809,132.0387188
03.05.04,4:00:00,-200,1.5,33,16,61.4,37.69550181,168.6981794
03.05.04,2:00:00,0.6,2.2,39,16.4,62.1,31.07411658,128.2750878
03.05.04,1:00:00,0.8,3,52,17.6,54.6,52.70712436,126.710713
03.05.04,5:00:00,0.7,3.7,57,15.8,64.3,60.17628549,145.935452
03.05.04,14:00:00,1.4,10,69,30.3,20.1,43.60992789,149.3622913
03.05.04,22:00:00,1.1,5.3,70,19.5,57.1,59.94493807,174.4062931
03.05.04,0:00:00,1.6,7.1,94,18,49.3,41.07839787,143.9293067
03.05.04,12:00:00,1.9,11,96,26.8,25.2,49.95759024,149.3944214
03.05.04,13:00:00,1.7,10.8,90,28.4,23.6,56.76706703,175.4358148
03.05.04,15:00:00,1.5,11.2,74,30.9,19.7,39.71192866,150.1060793
03.05.04,11:00:00,2,10.9,102,23.9,30.7,57.31664773,128.3205315
03.05.04,23:00:00,1.5,6.7,83,18.9,62.5,53.03742851,126.1406176
03.05.04,6:00:00,1.3,8.2,80,16,65.8,43.79157175,160.7025373
03.05.04,16:00:00,2.4,16.8,102,30.2,20.5,53.37044564,174.7730478
03.05.04,21:00:00,2,9.8,100,18.7,64.6,50.6617366,129.79552
03.05.04,10:00:00,2.5,12.9,111,21.4,45,31.47063969,142.6692244
03.05.04,20:00:00,3.2,13.1,113,19.3,63.1,40.26968549,138.8308019
03.05.04,19:00:00,3.7,19.4,120,23.5,43.7,39.51956711,152.2347877
03.05.04,18:00:00,4.2,23.3,130,24.9,39.4,51.1588043,140.815924
03.05.04,9:00:00,3.4,17.4,109,17.4,68.9,51.42879945,168.9206771
03.05.04,17:00:00,3.9,23.6,128,26.4,34.6,44.45259213,156.554899
03.05.04,7:00:00,3.4,21.1,101,16.8,62.5,56.84238995,146.8302576
03.05.04,8:00:00,4.7,26.5,109,16.9,66.1,51.26534787,125.7686966
04.05.04,22:00:00,0.9,4.3,53,18.5,56,41.36774068,132.4228029
04.05.04,3:00:00,0.4,1.5,-200,15.6,81,58.96074522,150.0366762
04.05.04,4:00:00,-200,1.5,28,15.6,81,54.60986371,141.317474
04.05.04,2:00:00,0.6,2.2,48,16.1,80,36.48121972,129.1644893
04.05.04,23:00:00,1.1,5,61,17.3,59.5,50.89618029,174.529451
04.05.04,16:00:00,1.2,6.3,54,19.9,55.2,59.85543012,171.9662349
04.05.04,5:00:00,0.6,2.9,47,15.7,80.5,58.40653353,175.855796
04.05.04,1:00:00,1,3.7,69,16.4,79.2,51.18314245,166.3322443
04.05.04,10:00:00,1.3,7.9,65,20.3,54.8,38.24260237,129.9743053
04.05.04,0:00:00,1.3,5.5,81,18.4,65.8,56.64426264,173.4055544
04.05.04,17:00:00,1.6,10.6,59,19.5,55.7,59.39100258,170.1930285
04.05.04,13:00:00,2.3,12.3,100,21.4,47.7,49.60425128,138.1480622
04.05.04,14:00:00,2.4,12.1,105,20.4,54,52.03171828,125.8586662
04.05.04,11:00:00,2.2,12.4,87,21.2,49.3,33.18431518,173.7591823
04.05.04,12:00:00,2.6,13.6,99,21.5,47.9,43.09530259,164.1796333
04.05.04,21:00:00,3,11.8,110,16.6,70.8,60.96031864,169.4241798
04.05.04,15:00:00,2.6,12.9,97,19.9,57.1,58.41926895,137.8273934
04.05.04,6:00:00,1.9,9.9,88,16,80.8,45.98498575,168.9614735
04.05.04,9:00:00,3.2,16.2,104,17.7,70.8,36.62528949,161.3997576
04.05.04,18:00:00,3.9,20.6,109,18.3,62.8,41.78338305,141.7523735
04.05.04,19:00:00,4.7,22.1,125,17.2,68.3,51.96681886,153.5601223
04.05.04,20:00:00,5.4,20.8,132,16.1,75.2,46.42541503,145.8477259
04.05.04,8:00:00,4.3,22.3,113,16.1,79.2,59.26348289,175.0482629
04.05.04,7:00:00,4.5,23,109,16.6,78,35.79575631,133.3417566
05.05.04,1:00:00,0.5,1.4,22,19,49.8,38.21275109,156.1542768
05.05.04,2:00:00,0.5,1.5,28,15.7,64.5,52.43756913,134.8134304
05.05.04,0:00:00,0.7,2.3,41,18.6,52.3,46.83609014,139.9461796
05.05.04,3:00:00,0.5,1.8,-200,15.5,66.9,55.0801999,163.0920729
05.05.04,22:00:00,1.1,3.7,67,13.9,72.5,47.70354827,148.6362019
05.05.04,4:00:00,-200,2.1,41,14.7,74.1,52.30646291,175.2455423
05.05.04,5:00:00,0.8,3.5,54,14.6,77.1,46.38625544,144.8047795
05.05.04,23:00:00,1.5,4.9,83,12,79.8,60.82872291,166.3472942
05.05.04,17:00:00,1.6,10,72,17.7,56.9,47.58488144,134.2916159
05.05.04,19:00:00,1.6,8.5,67,17.5,63.9,50.031656,175.5122784
05.05.04,21:00:00,1.8,6.9,89,15.1,75.1,55.50935746,167.7270682
05.05.04,6:00:00,1.3,6.9,81,14.5,78.3,47.06528813,132.668499
05.05.04,16:00:00,2.4,11.2,88,17.5,59.2,59.45534293,135.7839573
05.05.04,20:00:00,2.1,9.2,79,15.9,70.7,55.14556803,169.411646
05.05.04,11:00:00,2.6,13,120,17.2,62.9,53.97960741,163.9991095
05.05.04,12:00:00,3,14.5,113,17.4,61.1,36.60206048,156.6009263
05.05.04,10:00:00,2.9,13,123,16.3,68.6,60.53269504,134.9444082
05.05.04,18:00:00,3,14.6,103,17.1,61.5,53.89041823,127.9404303
05.05.04,15:00:00,3.5,16.4,125,17.5,60.8,45.18850465,125.4672547
05.05.04,14:00:00,3.9,19.4,120,17.3,62.6,54.73391855,140.3550803
05.05.04,13:00:00,3.7,19.7,114,16.8,66.8,42.63159758,150.8202284
05.05.04,9:00:00,3.9,18.9,124,16.4,72.4,51.37181413,144.4340342
05.05.04,7:00:00,3.5,19.1,107,15.1,76.8,38.77315528,129.7560326
05.05.04,8:00:00,-200,22,-200,16.4,70.8,38.66797755,167.5362289
06.05.04,3:00:00,0.4,1,-200,12.7,71.6,52.50723997,171.325561
06.05.04,4:00:00,-200,1.2,22,13.1,67.1,39.85369515,175.1197
06.05.04,2:00:00,0.5,1.2,30,12.6,72.2,30.44191681,166.4361662
06.05.04,5:00:00,0.6,2.3,50,13.2,64.6,53.36206022,141.7252229
06.05.04,1:00:00,0.9,3.4,58,12,75,41.56995243,138.5658582
06.05.04,22:00:00,0.9,3.9,65,15.4,58.8,39.51391533,144.8822703
06.05.04,12:00:00,1.1,5.2,56,13,64.3,35.2694554,125.1501106
06.05.04,0:00:00,1.4,4.6,76,12.5,75.8,41.66072679,133.4400637
06.05.04,21:00:00,1.6,6.6,93,12.3,66.4,57.54929216,137.7947962
06.05.04,6:00:00,1.3,6.1,92,13.1,65.6,52.65836374,145.4333004
06.05.04,13:00:00,1.8,8.9,75,15.1,54.5,51.76812662,159.1490255
06.05.04,11:00:00,2.1,9.8,100,18.5,42.8,55.47782144,133.598598
06.05.04,18:00:00,1.8,9.4,92,15.6,58.3,33.05667823,159.4075198
06.05.04,23:00:00,1.8,7.3,81,14.1,64.9,31.17488775,140.4230663
06.05.04,20:00:00,2.2,8.9,98,13.7,65.8,35.85968826,130.5700724
06.05.04,10:00:00,2.5,12.5,114,20.2,37.7,43.79209415,129.1746329
06.05.04,19:00:00,2.1,11,97,15,61.4,35.28535024,128.8876936
06.05.04,17:00:00,3.3,12.4,122,14.4,64.2,38.17864256,160.3237137
06.05.04,9:00:00,3.4,16.4,130,17.9,46.1,58.41257509,168.5910991
06.05.04,14:00:00,3,14.1,121,13.6,65.5,59.8031434,157.9419379
06.05.04,15:00:00,3.1,12.7,128,12.3,78.3,55.53862672,159.857421
06.05.04,7:00:00,2.9,16.8,101,14.7,58.5,53.16734225,150.1410758
06.05.04,8:00:00,3.6,20.3,121,15.9,53.1,37.78857137,138.3059982
06.05.04,16:00:00,3.6,14.6,139,12.7,74.2,46.9639129,143.87955
07.05.04,5:00:00,0.7,2.8,48,14.6,61.1,56.71665014,159.4681731
07.05.04,3:00:00,0.6,2.4,-200,13.9,67.7,33.11350706,126.9616458
07.05.04,4:00:00,-200,2.2,41,14,67.8,51.64541818,175.3510042
07.05.04,11:00:00,1.3,6.3,101,19.7,33.7,48.04354473,159.0537817
07.05.04,12:00:00,1.5,8.2,95,21.2,27.7,30.72246602,128.8038369
07.05.04,2:00:00,0.9,3.3,56,13.7,69.4,33.01516728,161.4562166
07.05.04,14:00:00,1.8,9.3,101,19.8,29.7,60.71729453,134.9573829
