,holiday,temperature,rain_1h,snow_1h,clouds_percentage,date_time,population_density
471,7,282.71,0.0,0.0,100,12,4613
22230,7,276.08,0.0,0.0,75,16,6422
41144,7,254.84,0.0,0.0,40,5,2861
4156,7,272.29,0.0,0.0,75,13,5441
40967,7,270.09,0.0,0.0,90,16,6669
27182,7,272.416,0.0,0.0,0,5,739
4855,7,278.58,0.0,0.0,1,10,3298
23734,7,290.83,0.51,0.0,90,16,3941
23398,7,290.28,0.0,0.0,40,16,6144
18351,7,295.86,1.52,0.0,90,14,5182
22326,7,272.21,0.0,0.0,90,5,2556
41494,7,265.68,0.0,0.0,5,7,5826
24031,7,283.52,0.0,0.0,1,5,3139
32312,7,281.48,0.0,0.0,90,4,812
40069,7,253.86,0.0,0.0,20,9,1760
7304,7,297.8,0.0,0.0,92,15,4623
14172,7,283.2,0.0,0.0,90,13,5722
9880,7,283.46,0.0,0.0,1,16,6753
33948,7,282.91,0.0,0.0,75,4,829
33678,7,291.48,0.0,0.0,40,11,4754
26663,7,292.68,0.0,0.0,90,12,4772
34848,7,288.65,0.0,0.0,1,10,4088
2392,7,254.35,0.0,0.0,1,7,4087
13696,7,273.21,0.0,0.0,90,5,2728
32529,7,279.36,0.0,0.0,90,14,5017
25479,7,297.62,0.0,0.0,0,5,2770
7645,7,300.59,0.0,0.0,0,12,4752
23587,7,290.58,0.0,0.0,75,6,6167
21781,7,281.93,0.0,0.0,90,8,5969
40955,7,269.35,0.0,0.0,90,9,5177
18143,7,288.02,0.0,0.0,75,7,6518
46211,7,297.48,0.0,0.0,40,16,6254
37989,7,281.37,0.0,0.0,75,8,5840
38331,7,280.35,0.0,0.0,1,5,2940
35232,7,301.35,0.0,0.0,40,16,6107
16194,7,297.07,0.0,0.0,40,14,5601
22044,7,278.51,0.0,0.0,90,10,3961
46452,7,296.65,0.0,0.0,1,9,3030
1670,7,271.33,0.0,0.0,90,8,5800
16415,7,295.02,0.0,0.0,1,10,4388
24495,7,292.41,0.0,0.0,20,10,3984
5019,7,273.65,0.0,0.0,90,5,2407
4176,7,272.8,0.0,0.0,40,11,4566
40285,7,250.38,0.0,0.0,1,6,4801
41394,7,255.43,0.0,0.0,1,6,1164
1347,7,272.54,0.0,0.0,1,7,6138
26848,7,290.22,0.0,0.0,88,8,3470
1057,7,281.75,0.0,0.0,20,11,4338
20789,7,267.55,0.0,0.0,75,16,4894
19418,7,284.58,0.0,0.0,90,14,5167
4962,7,274.58,0.0,0.0,90,12,4793
17000,7,296.57,0.0,0.0,1,10,4632
46898,7,291.6,0.0,0.0,40,10,4540
15609,7,292.53,0.0,0.0,40,4,519
31917,7,272.9,0.0,0.0,1,12,4829
45437,7,301.29,0.0,0.0,1,4,429
27134,7,280.091,0.0,0.0,0,5,2704
21090,7,269.49,0.0,0.0,75,6,1247
29788,7,252.95,0.0,0.0,1,11,4288
41235,7,256.01,0.0,0.0,1,4,524
35662,7,300.36,0.0,0.0,90,16,6593
22272,7,274.28,0.0,0.0,1,8,6251
26751,7,285.14,0.0,0.0,32,6,5904
47961,7,284.16,0.0,0.0,90,12,5039
39242,7,275.65,0.0,0.0,5,12,5167
42066,7,274.68,0.0,0.0,90,9,3780
37693,7,290.53,0.0,0.0,90,7,5455
7971,7,290.43,0.0,0.0,64,9,3524
12267,7,263.52,0.0,0.0,90,12,3892
34994,7,289.95,0.0,0.0,1,5,1026
31969,7,277.28,0.0,0.0,90,15,5841
25878,7,290.93,0.0,0.0,75,16,4489
24110,7,303.77,0.0,0.0,0,12,4538
11454,7,268.31,0.0,0.0,90,5,2389
390,7,287.18,0.0,0.0,90,16,6307
47186,7,284.78,0.25,0.0,40,4,981
47245,7,293.37,0.85,0.0,90,4,851
28889,7,264.95,0.0,0.0,90,5,2753
31134,7,286.724,0.0,0.0,20,13,4821
16638,7,293.25,0.0,0.0,90,8,5245
11901,7,0.0,0.0,0.0,0,6,5150
26783,7,289.775,0.0,0.0,56,15,5365
25918,7,288.46,0.0,0.0,40,7,6201
2394,7,254.84,0.0,0.0,20,9,3577
10567,7,260.59,0.0,0.0,64,5,2627
25338,7,296.09,0.0,0.0,20,12,2953
33202,7,279.95,0.0,0.0,90,14,4566
6032,7,285.73,0.0,0.0,1,4,795
23982,7,288.55,0.0,0.0,40,5,2994
6890,7,292.55,0.0,0.0,44,13,4994
38591,7,277.02,0.0,0.0,90,14,5428
41799,7,257.44,0.0,0.0,1,8,3018
22351,7,265.65,0.0,0.0,1,4,382
10439,7,258.55,0.0,0.0,64,11,4410
24161,7,294.98,0.0,0.0,44,15,5621
29569,7,275.09,0.0,0.0,1,15,5445
46069,7,290.68,0.0,0.0,40,5,525
42518,7,269.29,0.0,0.0,90,9,5356
9553,7,283.5,0.0,0.0,32,14,5799
30319,7,274.94,0.0,0.0,90,7,1868
14113,7,284.27,0.25,0.0,75,7,6108
24516,7,287.63,0.0,0.0,20,7,5979
21298,7,265.72,0.0,0.0,90,4,828
4019,7,271.44,0.0,0.0,75,15,4921
12891,7,281.15,0.0,0.0,1,15,5884
35275,7,292.62,0.0,0.0,1,6,5631
34060,7,294.15,0.0,0.0,1,16,3697
17313,7,291.94,0.0,0.0,1,8,5318
41209,7,264.79,0.0,0.0,90,14,3572
12310,7,266.78,0.0,0.0,90,7,3953
15826,7,300.58,0.0,0.0,1,15,6161
25224,7,290.84,0.0,0.0,1,5,2706
35432,7,294.79,0.0,0.0,1,6,5773
38644,7,275.02,0.0,0.0,90,9,3489
9377,7,292.83,0.0,0.0,1,11,4919
45110,7,292.92,0.0,0.0,90,4,893
16146,7,292.06,0.0,0.0,40,9,4346
15058,7,297.79,0.0,0.0,1,14,5342
19850,7,275.58,0.0,0.0,90,13,4171
17548,7,288.23,0.0,0.0,90,10,4458
26621,7,286.08,0.0,0.0,75,4,865
7102,7,296.58,0.0,0.0,0,15,6410
28894,7,265.28,0.0,0.0,90,10,4633
18811,7,285.36,0.0,0.0,90,7,6336
35690,7,295.38,0.0,0.0,40,6,5416
37416,7,303.07,0.0,0.0,40,13,4329
19079,7,289.51,0.0,0.0,1,10,4131
23557,7,292.95,0.0,0.0,75,7,6414
45814,7,296.55,0.0,0.0,90,13,5059
26377,7,293.94,2.39,0.0,75,7,5620
42069,7,274.79,0.0,0.0,90,10,3586
46515,7,296.37,0.0,0.0,40,14,5040
21887,7,273.28,0.0,0.0,90,4,900
47502,7,284.41,0.0,0.0,1,5,2942
43310,7,269.58,0.0,0.0,90,9,984
28586,7,283.02,0.0,0.0,75,7,6201
40264,7,247.43,0.0,0.0,1,9,1122
48140,7,282.43,0.0,0.0,75,11,4863
10961,7,269.18,0.25,0.0,64,14,2683
29655,7,269.22,0.0,0.0,1,5,513
11182,7,256.72,0.0,0.0,64,8,5191
26140,7,293.83,0.0,0.0,1,5,2842
7901,7,292.82,0.0,0.0,56,11,5049
22496,7,296.61,0.0,0.0,75,12,5371
39262,7,271.68,0.0,0.0,1,8,1769
35223,7,292.35,0.0,0.0,75,5,2862
26928,7,286.57,0.0,0.0,92,16,6054
16369,7,291.58,0.0,0.0,1,12,4370
34870,7,286.54,0.0,0.0,1,8,5857
25871,7,289.56,0.0,0.0,75,11,3924
34555,7,297.68,0.0,0.0,5,11,5189
35757,7,301.02,0.0,0.0,40,16,6165
2672,7,262.42,0.0,0.0,1,13,5026
43384,7,277.58,0.0,0.0,1,15,5844
29587,7,272.21,0.0,0.0,90,9,4303
4953,7,276.31,0.0,0.0,90,4,752
11383,7,271.23,0.0,0.0,64,12,4554
36078,7,291.54,0.0,0.0,1,9,4988
40434,7,269.48,0.0,0.0,1,6,5189
16171,7,294.85,0.0,0.0,1,15,5623
21123,7,276.86,0.0,0.0,1,10,3479
22338,7,273.86,0.0,0.0,75,14,5818
47005,7,292.72,2.88,0.0,90,15,5879
22724,7,284.34,4.06,0.0,90,9,2907
7943,7,290.7,0.76,0.0,0,4,781
6108,7,287.15,0.0,0.0,90,7,1984
47149,7,290.1,1.52,0.0,90,5,3161
45637,7,297.58,0.0,0.0,1,11,4045
45372,7,296.93,0.0,0.0,90,14,5036
2051,7,274.98,0.0,0.0,90,6,690
6325,7,280.66,0.0,0.0,90,7,6717
23006,7,292.73,0.0,0.0,75,12,4874
32916,7,274.42,0.0,0.0,1,5,2638
43125,7,275.48,0.0,0.0,1,10,4791
47384,7,294.28,0.25,0.0,90,5,2863
28189,7,279.03,0.0,0.0,90,11,4540
27944,7,276.07,0.0,0.0,1,9,5221
19197,7,275.86,0.0,0.0,90,15,5691
30712,7,262.9,0.0,0.0,40,12,4930
29583,7,270.95,0.0,0.0,90,5,2402
25557,7,298.0,0.0,0.0,92,11,4185
32835,7,280.28,0.0,0.0,90,9,5298
28132,7,286.22,0.0,0.0,20,12,4549
32945,7,277.28,0.0,0.0,1,8,3660
25066,7,297.888,0.0,0.0,0,16,5919
46676,7,294.62,0.0,0.0,1,8,5642
2327,7,269.42,0.0,0.0,1,15,3838
6252,7,292.82,0.0,0.0,90,14,5394
32047,7,275.68,0.0,0.0,90,9,4065
4803,7,282.86,0.0,0.0,1,15,6234
41147,7,253.44,0.0,0.0,1,8,5332
17476,7,289.2,0.0,0.0,90,7,6649
18911,7,291.63,0.0,0.0,1,12,2962
24202,7,292.31,0.0,0.0,88,8,6315
28261,7,270.96,0.0,0.0,90,13,3488
16192,7,295.3,0.0,0.0,1,12,5254
39856,7,270.15,0.0,0.0,40,13,3977
39065,7,274.51,0.0,0.0,90,5,801
31034,7,264.89599999999996,0.0,0.0,8,9,5176
42332,7,275.43,0.0,0.0,1,12,4908
41050,7,265.69,0.0,0.0,90,13,4784
46257,7,296.61,0.0,0.0,1,11,3824
26387,7,294.68,3.27,0.0,75,11,4335
23010,7,294.17,0.0,0.0,75,16,6339
20543,7,253.08,0.0,0.0,1,12,3393
12262,7,256.37,0.0,0.0,75,7,2164
19243,7,283.01,0.0,0.0,1,13,5466
22719,7,285.57,1.02,0.0,90,7,1734
28540,7,275.02,0.0,0.0,90,12,3908
32716,7,287.29,0.0,0.0,90,7,1908
41143,7,255.15,0.0,0.0,1,4,936
33444,7,281.62,0.0,0.0,1,5,2829
26827,7,291.12,0.0,0.0,80,11,4394
2265,7,267.33,0.0,0.0,90,6,5014
35755,7,300.68,0.0,0.0,40,14,5597
45033,7,299.49,0.0,0.0,40,4,393
47855,7,288.84,0.34,0.0,90,13,4675
2321,7,262.99,0.0,0.0,75,9,2288
25600,7,295.59,0.0,0.0,64,6,5396
3880,7,261.44,0.0,0.0,40,5,2459
19699,7,267.15,0.0,0.0,90,5,1081
37987,7,282.15,0.0,0.0,1,6,5829
36215,7,292.95,0.0,0.0,40,16,4457
16872,7,294.57,0.0,0.0,40,6,518
21499,7,271.82,0.0,0.0,1,11,4791
1236,7,279.24,0.0,0.0,1,16,6427
44208,7,289.35,0.0,0.0,1,5,806
19190,7,280.77,0.0,0.0,90,10,4642
18664,7,283.89,0.0,0.0,1,5,2995
39122,7,279.65,0.0,0.0,90,14,5095
24159,7,295.98,0.0,0.0,92,13,4949
17543,7,287.8,0.0,0.0,90,9,5073
39437,7,281.22,0.0,0.0,1,15,4892
32009,7,276.15,0.0,0.0,90,5,2501
44290,7,288.65,0.0,0.0,75,9,5085
42955,7,262.43,0.0,0.0,1,9,5389
29353,7,272.55,0.0,0.0,5,12,5286
44138,7,289.0,0.0,0.0,5,8,5293
20177,7,268.92,0.0,0.0,90,12,4487
4990,7,272.68,0.0,0.0,90,4,773
38382,7,274.42,0.0,0.0,90,7,5582
34607,7,299.95,0.0,0.0,40,14,4457
28104,7,281.58,0.0,0.0,40,11,4349
20689,7,255.55,0.0,0.0,90,14,4738
40289,7,252.5,0.0,0.0,1,10,4065
26152,7,301.31,0.0,0.0,1,14,4179
37769,7,282.82,0.0,0.0,1,4,833
7465,7,294.72,0.0,0.0,0,4,436
5676,7,276.07,0.0,0.0,75,9,5155
5123,7,274.52,0.0,0.0,90,13,3681
37487,7,287.15,0.0,0.0,90,9,5783
34686,7,292.22,0.0,0.0,1,11,4699
17361,7,293.47,0.0,0.0,1,5,2728
10238,7,273.72,0.0,0.0,64,11,3699
37296,7,299.15,0.0,0.0,40,16,6741
44753,7,291.22,0.0,0.0,75,10,4691
26186,7,297.68,0.0,0.0,1,14,4978
32723,7,287.95,0.0,0.0,90,9,3310
11836,7,254.14,0.0,0.0,1,13,4456
23194,7,282.16,1.02,0.0,90,6,5640
44271,7,292.89,0.0,0.0,90,16,6968
40867,7,272.36,0.0,0.0,90,12,3143
33834,7,279.02,0.0,0.0,90,13,4219
24838,7,292.11,0.25,0.0,90,9,3062
33703,7,289.75,0.0,0.0,90,4,832
17884,7,301.74,0.0,0.0,1,15,6077
46361,7,287.62,0.0,0.0,90,9,4976
22572,7,284.94,0.0,0.0,90,11,5089
29939,7,262.9,0.0,0.0,90,16,5013
12438,7,263.4,0.0,0.0,20,15,3613
21457,7,274.35,0.0,0.0,90,9,5142
44000,7,283.48,0.0,0.0,90,14,5648
47116,7,296.62,1.78,0.0,20,5,3129
27970,7,286.33,0.0,0.0,1,11,4506
29014,7,264.55,0.0,0.0,90,7,811
31504,7,278.54,0.0,0.0,75,9,2847
31659,7,264.53,0.0,0.0,75,12,5096
28253,7,268.82,0.0,0.0,75,5,793
3019,7,259.76,0.0,0.0,90,9,5023
24249,7,291.71,0.0,0.0,0,7,6270
36241,7,289.58,0.0,0.0,1,6,5655
39828,7,271.01,0.0,0.0,90,16,6122
23201,7,282.42,0.38,0.0,90,9,5420
21811,7,284.58,0.0,0.0,90,10,4516
37261,7,286.36,0.0,0.0,90,13,4433
16949,7,291.28,0.0,0.0,1,5,2951
44238,7,282.22,0.0,0.0,1,9,2638
6081,7,286.37,0.0,0.0,1,5,2514
36132,7,294.29,0.0,0.0,75,13,5013
7030,7,296.24,0.25,0.0,92,14,4261
10398,7,271.53,1.27,0.0,90,9,3876
21626,7,273.35,0.0,0.0,90,11,5265
40678,7,256.94,0.0,0.0,90,9,3410
8724,7,297.51,0.0,0.0,80,9,5458
35063,7,291.55,0.0,0.0,1,6,1125
30060,7,254.4,0.0,0.0,20,5,604
32927,7,287.9,0.0,0.0,40,14,5424
37451,7,289.15,0.0,0.0,90,12,4804
5281,7,273.36,0.0,0.0,90,11,4228
21164,7,264.41,0.0,0.0,90,16,6301
29235,7,257.59,0.0,0.0,40,15,4134
9776,7,267.41,0.0,0.0,64,8,5510
11839,7,255.38,0.0,0.0,40,16,5958
38159,7,291.61,0.0,0.0,75,13,5145
17418,7,297.6,0.0,0.0,40,10,3621
17539,7,287.14,0.0,0.0,90,8,5884
7733,7,296.24,0.0,0.0,76,6,6144
29983,7,257.02,0.0,0.0,90,5,2713
5001,7,276.25,0.0,0.0,90,15,4797
603,7,286.41,0.0,0.0,90,14,5450
12068,7,252.77,0.0,0.0,1,5,2485
3371,7,260.03,0.0,0.0,40,12,4680
45759,7,298.08,0.0,0.0,75,9,4958
11673,7,257.78,0.0,0.0,64,11,4186
24640,7,295.28,0.0,0.0,40,10,2827
29727,7,272.59,0.0,0.0,90,4,944
557,7,285.55,0.0,0.0,90,8,5607
6337,7,284.25,0.0,0.0,90,15,6052
10984,7,268.64,0.0,0.0,64,13,4534
13440,7,278.79,0.81,0.0,1,13,4559
17658,7,286.66,0.25,0.0,90,6,802
37936,7,275.01,0.0,0.0,1,5,3016
10403,7,271.45,1.52,0.0,90,10,3869
24103,7,292.26,0.0,0.0,20,5,800
46744,7,292.69,0.0,0.0,1,4,977
46420,7,294.79,0.0,0.0,90,8,2559
39944,7,265.81,0.0,0.0,90,12,5090
48165,7,278.89,0.0,0.0,90,12,4657
34471,7,296.77,0.0,0.0,40,11,4515
35654,7,293.15,0.0,0.0,90,9,4883
14891,7,298.34,0.0,0.0,68,13,5079
32098,7,276.02,0.0,0.0,90,11,3701
37702,7,293.82,0.0,0.0,75,13,4939
30683,7,263.72,0.0,0.0,75,7,6589
3707,7,266.65,0.0,0.0,40,10,3974
1407,7,282.15,0.0,0.0,75,13,3800
40368,7,253.41,0.0,0.0,40,12,4989
7926,7,292.64,0.0,0.0,8,12,5340
26659,7,289.83,0.0,0.0,90,8,5660
10150,7,266.5,0.0,0.0,75,15,6070
41750,7,270.08,0.0,0.0,90,4,830
2896,7,264.83,0.0,0.0,90,7,951
40539,7,264.91,0.0,0.0,90,7,4601
30187,7,276.28,0.0,0.0,5,13,4919
3701,7,260.52,0.0,0.0,75,4,735
34327,7,300.61,0.0,0.0,1,13,4793
35845,7,292.53,0.0,0.0,1,8,6052
3475,7,270.21,0.0,0.0,90,8,1426
28753,7,272.88,0.0,0.0,90,9,5119
36838,7,290.48,0.0,0.0,90,5,745
30233,7,276.64,0.0,0.0,5,13,4878
33722,7,291.02,0.0,0.0,90,11,4666
33873,7,283.09,0.0,0.0,90,4,333
7331,7,295.18,0.0,0.0,32,12,4323
24306,7,305.33,0.0,0.0,20,16,5217
38766,7,272.58,0.0,0.0,90,10,4195
12792,7,275.9,0.0,0.0,90,12,4313
42782,7,273.0,0.0,0.0,90,4,352
9012,7,289.58,0.0,0.0,90,4,850
43076,7,274.28,0.0,0.0,20,12,4516
11089,7,250.47,0.0,0.0,90,8,4385
18430,7,282.77,0.0,0.0,1,4,367
47528,7,284.18,0.0,0.0,5,7,2063
46487,7,297.14,0.0,0.0,40,13,4669
43476,7,274.28,0.0,0.0,1,8,3392
15371,7,287.98,0.0,0.0,0,5,3088
26183,7,295.35,0.0,0.0,1,11,4664
26017,7,295.21,0.0,0.0,75,15,5431
32323,7,281.21,0.0,0.0,90,7,6539
21592,7,270.15,0.0,0.0,90,5,2775
40392,7,257.36,0.0,0.0,20,12,4506
19919,7,279.37,0.0,0.0,90,10,4611
36989,7,285.02,0.0,0.0,1,4,853
42122,7,273.29,0.0,0.0,90,12,4037
40088,7,251.15,0.0,0.0,1,4,507
25210,7,300.85,0.0,0.0,40,15,463
18210,7,292.71,0.0,0.0,1,16,2639
39756,7,264.79,0.0,0.0,90,5,2930
1186,7,277.19,0.0,0.0,1,13,5761
5784,7,274.39,0.0,0.0,90,9,2711
23939,7,292.57,2.79,0.0,40,13,4968
6063,7,290.67,0.0,0.0,1,11,5004
6793,7,284.8,0.0,0.0,92,7,2138
35943,7,293.82,0.0,0.0,40,12,5189
3454,7,267.8,0.0,0.0,20,10,4170
33721,7,290.22,0.0,0.0,90,10,4517
25489,7,300.82,0.0,0.0,32,15,5670
35942,7,291.75,0.0,0.0,1,11,4954
21033,7,260.93,0.0,0.0,90,4,905
41045,7,263.68,0.0,0.0,90,9,3024
35604,7,296.28,0.0,0.0,40,15,4170
14723,7,285.62,0.0,0.0,1,6,5723
19185,7,280.93,0.0,0.0,90,8,5329
5501,7,280.6,0.0,0.0,40,12,5287
18649,7,295.57,0.0,0.0,75,14,5130
9850,7,279.27,0.0,0.0,64,12,5117
32182,7,277.66,0.0,0.0,90,9,5335
6589,7,291.81,0.0,0.0,40,9,3954
866,7,275.43,0.0,0.0,75,13,4442
21326,7,272.48,0.0,0.0,90,4,869
29331,7,277.22,0.0,0.0,90,14,5328
38460,7,277.57,0.0,0.0,90,14,4373
22822,7,278.09,0.0,0.0,90,7,7149
34633,7,290.34,0.0,0.0,75,9,2736
40630,7,261.79,0.0,0.0,90,13,4567
33930,7,288.08,0.0,0.0,40,12,4613
8316,7,290.06,0.0,0.0,20,9,3516
14347,7,280.92,0.0,0.0,32,11,5977
43239,7,271.09,0.0,0.0,90,9,1755
18174,7,287.7,0.0,0.0,1,11,5061
17372,7,305.56,0.0,0.0,1,16,5814
27137,7,284.001,0.0,0.0,36,8,5694
38481,7,276.15,0.0,0.0,90,5,2822
21949,7,269.22,0.0,0.0,1,7,6536
931,7,274.91,0.0,0.0,99,7,6181
38334,7,281.76,0.0,0.0,75,8,5825
9317,7,284.15,0.0,0.0,90,11,4558
8824,7,294.353,0.0,0.0,0,14,4120
47089,7,294.17,1.15,0.0,1,9,3408
2627,7,264.97,0.0,0.0,90,13,4729
1507,7,263.5,0.0,0.0,1,11,4497
27900,7,289.95,0.0,0.0,90,14,4725
30343,7,275.95,0.0,0.0,90,15,4501
31215,7,279.82,0.0,0.0,90,11,4584
39946,7,265.3,0.0,0.0,90,14,5026
47033,7,291.09,1.02,0.0,90,6,1837
9240,7,287.68,0.25,0.0,92,15,6257
39913,7,275.15,0.0,0.0,1,5,2977
20278,7,267.96,0.0,0.05,90,4,763
4921,7,277.73,0.0,0.0,90,5,2626
40787,7,278.29,0.0,0.0,75,15,5810
33999,7,281.08,0.0,0.0,1,5,2925
22746,7,286.46,0.51,0.0,90,16,4461
37891,7,281.93,0.0,0.0,1,9,5004
42258,7,274.79,0.0,0.0,90,13,4840
31359,7,275.34,0.0,0.0,90,4,864
45610,7,291.07,0.0,0.0,5,8,4489
42199,7,273.08,0.0,0.0,1,14,5763
24808,7,295.39,0.0,0.0,1,10,3333
42394,7,269.29,0.0,0.0,1,4,391
15641,7,300.63,0.0,0.0,75,12,4682
8183,7,297.38,0.0,0.0,44,16,4392
18907,7,279.83,0.0,0.0,1,7,1353
2519,7,262.87,0.0,0.0,90,11,3508
42038,7,275.88,0.0,0.0,90,12,4241
40460,7,272.79,0.0,0.0,75,8,5965
5042,7,274.21,0.0,0.0,90,13,5446
42123,7,273.15,0.0,0.0,90,13,4166
45754,7,297.92,0.0,0.0,1,5,3070
378,7,282.76,0.0,0.0,90,4,794
18372,7,285.1,0.0,0.0,1,5,2807
4448,7,258.12,0.0,0.0,1,5,2357
37130,7,299.45,0.0,0.0,1,12,4966
13033,7,274.1,0.7,0.0,90,13,4676
27677,7,284.637,0.0,0.0,92,13,3807
12786,7,267.52,0.0,0.0,90,6,815
14064,7,288.77,0.0,0.0,1,12,4776
21716,7,275.79,0.0,0.0,1,9,4996
39630,7,267.08,0.0,0.0,75,15,5087
42566,7,272.36,0.0,0.0,75,9,5294
1803,7,272.02,0.0,0.0,90,14,4621
39620,7,268.15,0.0,0.0,90,5,877
7717,7,303.15,0.0,0.0,0,13,5176
38244,7,289.22,0.0,0.0,20,14,4445
29010,7,264.28,0.0,0.0,90,6,721
31078,7,269.97900000000004,0.0,0.0,0,5,2577
18348,7,295.61,0.0,0.0,90,13,4644
5093,7,274.82,0.0,0.0,90,15,4823
4475,7,259.96,0.0,0.0,1,8,2918
40391,7,255.01,0.0,0.0,20,11,4092
36685,7,295.15,0.0,0.0,90,15,4621
35946,7,296.95,0.0,0.0,75,15,5890
29225,7,257.75,0.0,0.0,75,9,1833
23373,7,289.27,0.0,0.0,75,14,4765
45345,7,293.88,0.0,0.0,90,14,4905
34209,7,302.82,0.0,0.0,1,15,5665
8172,7,285.26,0.0,0.0,44,5,551
18337,7,295.23,2.06,0.0,90,9,5359
23556,7,292.85,0.0,0.0,75,6,5918
17285,7,288.99,0.3,0.0,1,4,872
3636,7,270.8,0.0,0.0,75,11,5223
32567,7,273.68,0.0,0.0,90,4,834
10508,7,257.35,0.25,0.0,90,9,2087
34770,7,292.15,0.0,0.0,75,11,5367
3733,7,269.77,0.0,0.0,90,13,4756
17857,7,293.03,0.0,0.0,40,8,5987
13989,7,278.14,2.84,0.0,90,10,4126
47086,7,293.15,0.93,0.0,75,8,2467
2028,7,274.42,0.0,0.0,75,15,4143
2511,7,264.52,0.0,0.0,90,5,415
13151,7,268.87,0.25,0.0,90,11,4067
10366,7,274.32,0.25,0.0,90,15,5651
29130,7,258.15,0.0,0.0,1,14,5058
47794,7,288.54,0.25,0.0,90,7,6516
39846,7,267.68,0.0,0.0,90,8,1994
7134,7,291.76,16.38,0.0,76,5,635
13490,7,287.19,0.0,0.0,40,15,5747
25875,7,290.87,0.28,0.0,75,14,4399
4993,7,272.61,0.0,0.0,90,7,3078
23236,7,283.22,0.0,0.0,90,8,6087
30864,7,255.66,0.0,0.0,1,7,6785
22742,7,286.36,0.0,0.0,90,15,4087
33806,7,284.09,0.0,0.0,1,14,5170
43424,7,269.76,0.0,0.0,1,4,909
38461,7,278.43,0.0,0.0,90,15,4514
4992,7,272.37,0.0,0.0,90,6,3973
12199,7,268.07,0.51,0.0,90,16,6650
27459,7,271.73,0.0,0.0,0,7,6296
25206,7,299.45,0.0,0.0,40,11,24
24540,7,287.83,0.0,0.0,20,7,6053
46232,7,297.35,0.0,0.0,75,13,4229
360,7,287.09,0.0,0.0,75,10,4680
46645,7,291.22,0.0,0.0,1,5,529
20639,7,267.01,0.0,0.0,90,14,5563
3997,7,271.28,0.0,0.0,90,16,6570
46873,7,296.42,0.0,0.0,90,14,5001
42262,7,275.36,0.0,0.0,90,16,4242
26035,7,287.46,0.0,0.0,1,8,5732
41467,7,261.86,0.0,0.0,75,7,6585
45940,7,288.49,0.0,0.0,1,5,3189
21257,7,249.88,0.0,0.0,1,7,1606
30934,7,276.22,0.0,0.0,1,5,460
21124,7,277.15,0.0,0.0,75,11,3801
45867,7,293.01,0.0,0.0,1,5,508
32177,7,276.34,0.0,0.0,1,4,850
42584,7,271.15,0.0,0.0,75,9,3912
42630,7,273.15,0.0,0.0,90,5,2625
7111,7,297.8,0.0,0.0,0,12,5524
47487,7,293.97,0.0,0.0,40,14,4947
8844,7,293.73,0.56,0.0,48,8,6292
3342,7,254.15,0.0,0.0,4,6,4897
23905,7,291.69,2.68,0.0,90,14,5364
37789,7,287.88,0.0,0.0,90,14,5395
36539,7,294.0,0.0,0.0,1,12,4994
13778,7,291.01,0.0,0.0,75,15,4283
44858,7,296.08,0.0,0.0,75,16,3901
46286,7,298.14,0.0,0.0,1,11,4491
20686,7,250.41,0.0,0.0,90,9,3709
12679,7,264.65,0.0,0.0,90,13,4708
39163,7,262.55,0.0,0.0,5,7,5983
24752,7,293.45,0.0,0.0,90,8,5245
972,7,277.51,0.0,0.0,90,6,5788
8839,7,293.67,0.0,0.0,48,6,5842
27676,7,284.637,0.0,0.0,92,12,4144
39162,7,262.95,0.0,0.0,1,6,5385
20810,7,272.08,0.0,0.0,90,15,3865
47356,7,296.76,0.25,0.0,90,13,4110
32473,7,292.4,0.0,0.0,1,14,4466
5366,7,273.63,0.0,0.0,1,11,3485
13273,7,277.17,0.25,0.0,1,13,5225
39515,7,264.43,0.0,0.0,75,9,2578
35749,7,291.41,0.0,0.0,40,8,5370
2072,7,275.49,0.0,0.0,90,11,3473
20439,7,269.64,0.0,0.0,1,7,6716
23584,7,290.99,0.0,0.0,40,5,3058
42754,7,268.89,0.0,0.0,1,6,4463
30490,7,271.9,0.0,0.0,90,14,4899
12817,7,282.29,0.0,0.0,75,13,4739
19587,7,272.44,0.0,0.0,90,12,5253
33635,7,292.75,0.0,0.0,90,13,4601
36421,7,286.15,0.0,0.0,40,5,889
26182,7,294.1,0.0,0.0,1,10,4790
12359,7,265.89,0.0,0.0,1,8,5947
32048,7,275.82,0.0,0.0,90,10,4278
47484,7,290.85,0.0,0.0,1,11,4727
7782,7,304.65,0.0,0.0,8,12,5837
33952,7,282.82,0.0,0.0,90,8,5968
15113,7,293.65,0.6,0.0,0,6,5524
46897,7,290.95,0.0,0.0,90,9,5053
6175,7,293.82,0.0,0.0,1,14,4324
46006,7,291.15,0.0,0.0,90,4,873
36782,7,286.68,0.0,0.0,1,9,5608
24570,7,292.25,1.02,0.0,90,12,4125
40114,7,249.29,0.0,0.0,75,6,4250
4206,7,275.28,0.0,0.0,90,12,4072
13245,7,270.9,0.25,0.0,40,9,5116
42240,7,273.0,0.0,0.0,90,4,419
30756,7,266.84,0.0,0.0,75,8,2121
42761,7,275.72,0.0,0.0,90,13,5589
21261,7,258.36,0.0,0.0,1,12,5031
11638,7,247.8,0.0,0.0,1,4,784
4306,7,276.85,0.0,0.0,40,15,5803
26249,7,286.17,0.0,0.0,1,4,769
31591,7,273.09,0.0,0.0,40,16,7107
