,temperature,rain_1h,snow_1h,clouds_percentage,date_time,population_density,holiday_0,holiday_1,holiday_2,holiday_3,holiday_4,holiday_5,holiday_6,holiday_7,holiday_8,holiday_9,holiday_10,holiday_11
4627,279.43,0.0,0.0,1,15,5908,0,0,0,0,0,0,0,1,0,0,0,0
45135,290.54,0.0,0.0,90,13,4728,0,0,0,0,0,0,0,1,0,0,0,0
42544,274.86,0.0,0.0,90,11,5059,0,0,0,0,0,0,0,1,0,0,0,0
21834,280.36,0.0,0.0,90,1,400,0,0,0,0,0,0,0,1,0,0,0,0
7351,291.59,0.0,0.0,1,8,5742,0,0,0,0,0,0,0,1,0,0,0,0
31167,282.47,0.0,0.0,68,22,2474,0,0,0,0,0,0,0,1,0,0,0,0
3354,260.74,0.0,0.0,99,18,4454,0,0,0,0,0,0,0,1,0,0,0,0
36213,293.86,0.0,0.0,75,14,4639,0,0,0,0,0,0,0,1,0,0,0,0
29821,258.02,0.0,0.0,40,16,6350,0,0,0,0,0,0,0,1,0,0,0,0
33262,276.34,0.0,0.0,90,14,4877,0,0,0,0,0,0,0,1,0,0,0,0
42869,271.43,0.0,0.0,90,3,329,0,0,0,0,0,0,0,1,0,0,0,0
8235,295.65,0.0,0.0,36,14,5638,0,0,0,0,0,0,0,1,0,0,0,0
33578,286.72,0.0,0.0,1,5,652,0,0,0,0,0,0,0,1,0,0,0,0
10703,254.8,0.0,0.0,64,15,4322,0,0,0,0,0,0,0,1,0,0,0,0
11998,255.41,0.0,0.0,20,7,6151,0,0,0,0,0,0,0,1,0,0,0,0
18871,286.39,0.0,0.0,90,15,5953,0,0,0,0,0,0,0,1,0,0,0,0
2784,268.3,0.0,0.0,75,9,5061,0,0,0,0,0,0,0,1,0,0,0,0
6576,291.54,0.0,0.0,40,0,1116,0,0,0,0,0,0,0,1,0,0,0,0
23116,293.3,0.0,0.0,40,17,4362,0,0,0,0,0,0,0,1,0,0,0,0
25828,296.18,0.25,0.0,12,18,4522,0,0,0,0,0,0,0,1,0,0,0,0
47919,290.97,5.42,0.0,90,16,6331,0,0,0,0,0,0,0,1,0,0,0,0
12629,252.4,0.0,0.0,1,11,3394,0,0,0,0,0,0,0,1,0,0,0,0
14124,288.62,0.25,0.0,90,11,4979,0,0,0,0,0,0,0,1,0,0,0,0
13682,274.99,0.0,0.0,20,15,6255,0,0,0,0,0,0,0,1,0,0,0,0
33728,293.15,0.0,0.0,40,15,5590,0,0,0,0,0,0,0,1,0,0,0,0
28500,274.09,0.0,0.0,5,19,3030,0,0,0,0,0,0,0,1,0,0,0,0
46866,294.08,0.0,0.0,90,10,4375,0,0,0,0,0,0,0,1,0,0,0,0
24687,294.45,0.0,0.0,75,8,4441,0,0,0,0,0,0,0,1,0,0,0,0
10537,260.53,0.0,0.0,90,1,291,0,0,0,0,0,0,0,1,0,0,0,0
13317,281.11,0.0,0.0,90,9,4848,0,0,0,0,0,0,0,1,0,0,0,0
11524,270.06,0.32,0.0,64,9,4665,0,0,0,0,0,0,0,1,0,0,0,0
10504,256.21,0.0,0.0,64,7,981,0,0,0,0,0,0,0,1,0,0,0,0
16985,301.13,0.0,0.0,1,18,4932,0,0,0,0,0,0,0,1,0,0,0,0
27602,279.589,0.0,0.0,92,10,4201,0,0,0,0,0,0,0,1,0,0,0,0
11765,258.46,0.76,0.0,64,0,1063,0,0,0,0,0,0,0,1,0,0,0,0
28922,265.88,0.0,0.0,1,7,6117,0,0,0,0,0,0,0,1,0,0,0,0
1997,273.04,0.0,0.0,75,12,5480,0,0,0,0,0,0,0,1,0,0,0,0
39610,271.88,0.0,0.0,90,20,3190,0,0,0,0,0,0,0,1,0,0,0,0
44085,290.36,0.0,0.0,90,19,3113,0,0,0,0,0,0,0,1,0,0,0,0
45714,296.68,0.0,0.0,75,13,4719,0,0,0,0,0,0,0,1,0,0,0,0
41159,256.51,0.0,0.0,1,20,3133,0,0,0,0,0,0,0,1,0,0,0,0
10772,269.78,0.0,0.0,64,11,5005,0,0,0,0,0,0,0,1,0,0,0,0
25562,301.35,0.0,0.0,56,16,4586,0,0,0,0,0,0,0,1,0,0,0,0
43972,283.58,0.0,0.0,1,11,5120,0,0,0,0,0,0,0,1,0,0,0,0
15298,291.49,0.0,0.0,1,6,5522,0,0,0,0,0,0,0,1,0,0,0,0
5745,275.56,0.0,0.0,90,13,4874,0,0,0,0,0,0,0,1,0,0,0,0
24327,297.64,0.0,0.0,0,13,4931,0,0,0,0,0,0,0,1,0,0,0,0
19664,275.15,0.0,0.0,1,2,329,0,0,0,0,0,0,0,1,0,0,0,0
3001,270.98,0.0,0.0,90,15,5873,0,0,0,0,0,0,0,1,0,0,0,0
5359,268.21,0.0,0.0,1,4,273,0,0,0,0,0,0,0,1,0,0,0,0
469,282.35,0.0,0.0,100,11,4339,0,0,0,0,0,0,0,1,0,0,0,0
19192,278.01,0.0,0.0,90,12,4865,0,0,0,0,0,0,0,1,0,0,0,0
17925,292.91,0.3,0.0,40,3,395,0,0,0,0,0,0,0,1,0,0,0,0
4972,278.59,0.0,0.0,90,18,4435,0,0,0,0,0,0,0,1,0,0,0,0
19620,267.51,0.0,0.0,90,22,4549,0,0,0,0,0,0,0,1,0,0,0,0
47379,294.33,0.25,0.0,90,3,332,0,0,0,0,0,0,0,1,0,0,0,0
40661,261.14,0.0,0.0,90,2,269,0,0,0,0,0,0,0,1,0,0,0,0
17826,289.41,0.25,0.0,90,5,547,0,0,0,0,0,0,0,1,0,0,0,0
6934,291.32,0.61,0.0,32,2,328,0,0,0,0,0,0,0,1,0,0,0,0
42077,274.01,0.0,0.0,90,15,4151,0,0,0,0,0,0,0,1,0,0,0,0
31196,276.16,0.0,0.0,90,3,372,0,0,0,0,0,0,0,1,0,0,0,0
25030,288.019,0.0,0.0,56,4,850,0,0,0,0,0,0,0,1,0,0,0,0
41683,262.08,0.0,0.0,5,21,2591,0,0,0,0,0,0,0,1,0,0,0,0
12133,252.85,0.0,0.0,1,22,1646,0,0,0,0,0,0,0,1,0,0,0,0
46380,288.77,0.0,0.0,1,4,853,0,0,0,0,0,0,0,1,0,0,0,0
22935,286.46,0.0,0.0,90,13,4982,0,0,0,0,0,0,0,1,0,0,0,0
31197,276.16,0.0,0.0,90,3,372,0,0,0,0,0,0,0,1,0,0,0,0
32214,276.48,0.0,0.0,90,8,6098,0,0,0,0,0,0,0,1,0,0,0,0
5249,274.79,0.0,0.0,90,22,1532,0,0,0,0,0,0,0,1,0,0,0,0
40206,253.72,0.0,0.0,1,23,1684,0,0,0,0,0,0,0,1,0,0,0,0
14175,285.14,0.0,0.0,75,16,6393,0,0,0,0,0,0,0,1,0,0,0,0
5610,289.77,0.0,0.0,90,22,1848,0,0,0,0,0,0,0,1,0,0,0,0
39167,267.48,0.0,0.0,75,11,5165,0,0,0,0,0,0,0,1,0,0,0,0
41989,276.22,0.0,0.0,90,19,3996,0,0,0,0,0,0,0,1,0,0,0,0
38307,277.38,0.0,0.0,75,5,3006,0,0,0,0,0,0,0,1,0,0,0,0
41741,269.86,0.0,0.0,90,0,632,0,0,0,0,0,0,0,1,0,0,0,0
11242,251.15,0.0,0.0,1,11,2627,0,0,0,0,0,0,0,1,0,0,0,0
976,277.68,0.0,0.0,90,8,6264,0,0,0,0,0,0,0,1,0,0,0,0
35565,294.55,0.0,0.0,40,1,873,0,0,0,0,0,0,0,1,0,0,0,0
41654,266.36,0.0,0.0,90,1,269,0,0,0,0,0,0,0,1,0,0,0,0
24560,288.38,0.0,0.0,1,3,363,0,0,0,0,0,0,0,1,0,0,0,0
45396,299.85,0.0,0.0,1,12,5109,0,0,0,0,0,0,0,1,0,0,0,0
827,279.26,0.0,0.0,90,22,1825,0,0,0,0,0,0,0,1,0,0,0,0
47534,294.53,0.0,0.0,5,13,4550,0,0,0,0,0,0,0,1,0,0,0,0
33435,290.79,0.0,0.0,5,20,2940,0,0,0,0,0,0,0,1,0,0,0,0
31479,269.96,0.0,0.0,20,8,2431,0,0,0,0,0,0,0,1,0,0,0,0
43866,296.55,0.0,0.0,1,19,3041,0,0,0,0,0,0,0,1,0,0,0,0
44116,289.72,0.0,0.0,1,10,4528,0,0,0,0,0,0,0,1,0,0,0,0
11116,249.66,0.0,0.0,90,7,4232,0,0,0,0,0,0,0,1,0,0,0,0
1988,274.99,0.0,0.0,90,3,447,0,0,0,0,0,0,0,1,0,0,0,0
32579,283.02,0.0,0.0,40,16,6410,0,0,0,0,0,0,0,1,0,0,0,0
45547,297.55,0.0,0.0,1,0,1021,0,0,1,0,0,0,0,0,0,0,0,0
32750,283.89,0.0,0.0,1,2,788,0,0,0,0,0,0,0,1,0,0,0,0
41936,278.95,0.0,0.0,75,17,6316,0,0,0,0,0,0,0,1,0,0,0,0
30723,260.59,0.0,0.0,1,23,1153,0,0,0,0,0,0,0,1,0,0,0,0
12229,259.35,0.0,0.0,1,22,1935,0,0,0,0,0,0,0,1,0,0,0,0
40750,268.41,0.0,0.0,1,1,352,0,0,0,0,0,0,0,1,0,0,0,0
5545,280.9,0.0,0.0,90,5,684,0,0,0,0,0,0,0,1,0,0,0,0
22427,279.01,0.0,0.0,1,5,2979,0,0,0,0,0,0,0,1,0,0,0,0
28341,273.88,0.0,0.0,90,21,1815,0,0,0,0,0,0,0,1,0,0,0,0
33538,288.82,0.0,0.0,1,13,5143,0,0,0,0,0,0,0,1,0,0,0,0
9602,274.5,0.0,0.0,90,11,4403,0,0,0,0,0,0,0,1,0,0,0,0
31961,275.75,0.0,0.0,90,8,6380,0,0,0,0,0,0,0,1,0,0,0,0
35632,297.75,0.0,0.0,75,16,6359,0,0,0,0,0,0,0,1,0,0,0,0
39776,267.95,0.0,0.0,90,0,803,0,0,0,0,0,0,0,1,0,0,0,0
24288,297.02,0.0,0.0,20,22,3397,0,0,0,0,0,0,0,1,0,0,0,0
47953,284.21,0.0,0.0,90,8,5653,0,0,0,0,0,0,0,1,0,0,0,0
29997,259.72,0.0,0.0,1,17,5992,0,0,0,0,0,0,0,1,0,0,0,0
8407,285.11,0.0,0.0,0,6,6082,0,0,0,0,0,0,0,1,0,0,0,0
24818,298.19,0.0,0.0,40,20,97,0,0,0,0,0,0,0,1,0,0,0,0
41161,255.02,0.0,0.0,1,22,2165,0,0,0,0,0,0,0,1,0,0,0,0
29454,273.51,0.0,0.0,90,4,113,0,0,0,0,0,0,0,1,0,0,0,0
32449,287.27,0.0,0.0,1,14,5464,0,0,0,0,0,0,0,1,0,0,0,0
14117,284.48,1.24,0.0,90,8,5653,0,0,0,0,0,0,0,1,0,0,0,0
2638,265.47,0.0,0.0,90,19,2925,0,0,0,0,0,0,0,1,0,0,0,0
43075,273.22,0.0,0.0,40,11,4276,0,0,0,0,0,0,0,1,0,0,0,0
13974,277.69,3.47,0.0,90,19,2378,0,0,0,0,0,0,0,1,0,0,0,0
27742,281.469,0.0,0.0,0,6,5502,0,0,0,0,0,0,0,1,0,0,0,0
17939,296.79,0.0,0.0,90,11,5639,0,0,0,0,0,0,0,1,0,0,0,0
1948,268.75,0.0,0.0,89,13,4810,0,0,0,0,0,0,0,1,0,0,0,0
25502,290.61,0.0,0.0,0,4,926,0,0,0,0,0,0,0,1,0,0,0,0
32411,280.02,0.0,0.0,1,23,1178,0,0,0,0,0,0,0,1,0,0,0,0
4676,276.92,0.0,0.0,90,7,908,0,0,0,0,0,0,0,1,0,0,0,0
20836,272.08,0.0,0.0,90,16,6309,0,0,0,0,0,0,0,1,0,0,0,0
9470,282.07,4.27,0.0,92,3,340,0,0,0,0,0,0,0,1,0,0,0,0
23039,286.07,0.0,0.0,40,21,2655,0,0,0,0,0,0,0,1,0,0,0,0
1243,279.24,0.0,0.0,1,23,1766,0,0,0,0,0,0,0,1,0,0,0,0
20849,269.08,0.0,0.0,90,5,2747,0,0,0,0,0,0,0,1,0,0,0,0
26079,292.06,0.0,0.0,90,17,3969,0,0,0,0,0,0,0,1,0,0,0,0
7423,296.11,0.0,0.0,1,9,2095,0,0,0,0,0,0,0,1,0,0,0,0
26178,291.78,0.0,0.0,40,6,5170,0,0,0,0,0,0,0,1,0,0,0,0
31031,263.79200000000003,0.0,0.0,0,6,5810,0,0,0,0,0,0,0,1,0,0,0,0
5902,288.77,0.0,0.0,90,22,2227,0,0,0,0,0,0,0,1,0,0,0,0
27508,288.818,0.0,0.0,0,12,4130,0,0,0,0,0,0,0,1,0,0,0,0
33670,289.96,0.0,0.0,90,8,5490,0,0,0,0,0,0,0,1,0,0,0,0
37867,284.65,0.0,0.0,20,9,2778,0,0,0,0,0,0,0,1,0,0,0,0
20481,273.68,0.0,0.0,90,19,3099,0,0,0,0,0,0,0,1,0,0,0,0
16210,285.9,0.0,0.0,1,6,1939,0,0,0,0,0,0,0,1,0,0,0,0
19528,282.75,0.0,0.0,90,6,5414,0,0,0,0,0,0,0,1,0,0,0,0
36397,293.01,0.0,0.0,90,13,5104,0,0,0,0,0,0,0,1,0,0,0,0
23164,286.86,1.02,0.0,90,17,5922,0,0,0,0,0,0,0,1,0,0,0,0
7967,290.0,0.0,0.0,76,5,919,0,0,0,0,0,0,0,1,0,0,0,0
11399,269.34,0.0,0.0,64,4,261,0,0,0,0,0,0,0,1,0,0,0,0
45098,296.58,0.0,0.0,75,16,6757,0,0,0,0,0,0,0,1,0,0,0,0
44173,301.55,0.0,0.0,40,19,3647,0,0,0,0,0,0,0,1,0,0,0,0
40686,258.01,0.0,0.0,90,13,4207,0,0,0,0,0,0,0,1,0,0,0,0
6410,284.64,0.0,0.0,90,4,255,0,0,0,0,0,0,0,1,0,0,0,0
40816,277.65,0.0,0.0,90,16,4757,0,0,0,0,0,0,0,1,0,0,0,0
4946,278.05,0.0,0.0,90,21,3824,0,0,0,0,0,0,0,1,0,0,0,0
38284,279.22,0.0,0.0,90,6,6039,0,0,0,0,0,0,0,1,0,0,0,0
47196,289.47,0.0,0.0,75,11,4969,0,0,0,0,0,0,0,1,0,0,0,0
36957,284.07,0.0,0.0,1,23,1117,0,0,0,0,0,0,0,1,0,0,0,0
30768,272.01,0.0,0.0,75,20,3562,0,0,0,0,0,0,0,1,0,0,0,0
590,285.32,0.0,0.0,90,4,809,0,0,0,0,0,0,0,1,0,0,0,0
14052,287.51,0.0,0.0,8,21,2677,0,0,0,0,0,0,0,1,0,0,0,0
44741,294.56,0.0,0.0,1,22,2224,0,0,0,0,0,0,0,1,0,0,0,0
37273,286.95,0.0,0.0,90,19,3147,0,0,0,0,0,0,0,1,0,0,0,0
6710,285.7,0.25,0.0,92,1,372,0,0,0,0,0,0,0,1,0,0,0,0
30569,269.35,0.0,0.0,90,21,3165,0,0,0,0,0,0,0,1,0,0,0,0
23132,288.13,0.0,0.0,75,9,3104,0,0,0,0,0,0,0,1,0,0,0,0
43225,272.3,0.0,0.0,90,4,300,0,0,0,0,0,0,0,1,0,0,0,0
6828,294.25,0.0,0.0,92,18,3580,0,0,0,0,0,0,0,1,0,0,0,0
29082,258.71,0.0,0.0,75,19,2780,0,0,0,0,0,0,0,1,0,0,0,0
22499,298.85,0.0,0.0,40,16,4590,0,0,0,0,0,0,0,1,0,0,0,0
19842,276.62,0.0,0.0,75,3,353,0,0,0,0,0,0,0,1,0,0,0,0
23666,292.21,0.0,0.0,90,23,1363,0,0,0,0,0,0,0,1,0,0,0,0
30579,269.37,0.0,0.0,90,7,1227,0,0,0,0,0,0,0,1,0,0,0,0
12136,250.86,0.0,0.0,1,1,298,0,0,0,0,0,0,0,1,0,0,0,0
39515,264.43,0.0,0.0,75,9,2578,0,0,0,0,0,0,0,1,0,0,0,0
19898,274.22,0.0,0.0,1,1,335,0,0,0,0,0,0,0,1,0,0,0,0
18172,283.98,0.0,0.0,1,9,5031,0,0,0,0,0,0,0,1,0,0,0,0
35070,300.48,0.0,0.0,1,13,3108,0,0,0,0,0,0,0,1,0,0,0,0
36482,296.3,0.0,0.0,75,11,4509,0,0,0,0,0,0,0,1,0,0,0,0
17219,297.29,0.0,0.0,75,20,3260,0,0,0,0,0,0,0,1,0,0,0,0
14126,290.03,0.51,0.0,75,12,5003,0,0,0,0,0,0,0,1,0,0,0,0
931,274.91,0.0,0.0,99,7,6181,0,0,0,0,0,0,0,1,0,0,0,0
44726,289.48,0.0,0.0,40,8,5301,0,0,0,0,0,0,0,1,0,0,0,0
21638,274.0,0.0,0.0,1,6,796,0,0,0,0,0,0,0,1,0,0,0,0
18203,285.19,0.0,0.0,1,9,2119,0,0,0,0,0,0,0,1,0,0,0,0
45229,299.48,0.0,0.0,75,17,5120,0,0,0,0,0,0,0,1,0,0,0,0
13671,267.38,0.0,0.0,1,4,807,0,0,0,0,0,0,0,1,0,0,0,0
29614,268.01,0.0,0.0,75,12,5072,0,0,0,0,0,0,0,1,0,0,0,0
35344,290.55,0.0,0.0,1,23,3401,0,0,0,0,0,0,0,1,0,0,0,0
16959,300.06,0.0,0.0,40,15,5445,0,0,0,0,0,0,0,1,0,0,0,0
14249,288.56,4.76,0.0,90,1,267,0,0,0,0,0,0,0,1,0,0,0,0
10756,264.11,0.0,0.0,64,19,3296,0,0,0,0,0,0,0,1,0,0,0,0
21874,276.03,0.0,0.0,90,17,6253,0,0,0,0,0,0,0,1,0,0,0,0
47186,284.78,0.25,0.0,40,4,981,0,0,0,0,0,0,0,1,0,0,0,0
1224,277.1,0.0,0.0,99,4,708,0,0,0,0,0,0,0,1,0,0,0,0
9612,272.44,0.0,0.0,1,22,1509,0,0,0,0,0,0,0,1,0,0,0,0
15524,294.44,0.0,0.0,75,15,6011,0,0,0,0,0,0,0,1,0,0,0,0
23416,286.16,0.0,0.0,20,10,4455,0,0,0,0,0,0,0,1,0,0,0,0
3863,270.62,0.0,0.0,75,17,3845,0,0,0,0,0,0,0,1,0,0,0,0
31638,264.65,0.0,0.0,1,15,6103,0,0,0,0,0,0,0,1,0,0,0,0
11779,259.12,0.25,0.0,64,5,462,0,0,0,0,0,0,0,1,0,0,0,0
2391,254.58,0.0,0.0,1,6,3922,0,0,0,0,0,0,0,1,0,0,0,0
43853,284.42,0.0,0.0,1,6,998,0,0,0,0,0,0,0,1,0,0,0,0
21998,273.01,0.0,0.0,75,22,1555,0,0,0,0,0,0,0,1,0,0,0,0
33603,284.95,0.0,0.0,1,6,1273,0,0,0,0,0,0,0,1,0,0,0,0
18241,290.43,0.0,0.0,1,23,2029,0,0,0,0,0,0,0,1,0,0,0,0
10543,258.05,0.0,0.0,64,4,807,0,0,0,0,0,0,0,1,0,0,0,0
13183,267.58,0.0,0.0,75,19,3466,0,0,0,0,0,0,0,1,0,0,0,0
40957,269.41,0.0,0.0,90,10,4525,0,0,0,0,0,0,0,1,0,0,0,0
47456,292.96,0.0,0.0,1,14,4816,0,0,0,0,0,0,0,1,0,0,0,0
9985,279.57,0.0,0.0,64,18,4677,0,0,0,0,0,0,0,1,0,0,0,0
42248,272.36,0.0,0.0,75,7,1039,0,0,0,0,0,0,0,1,0,0,0,0
43504,286.93,0.0,0.0,20,12,4781,0,0,0,0,0,0,0,1,0,0,0,0
46399,298.35,0.0,0.0,1,20,3461,0,0,0,0,0,0,0,1,0,0,0,0
10931,260.1,1.27,0.0,90,21,2221,0,0,0,0,0,0,0,1,0,0,0,0
32067,277.01,0.0,0.0,90,0,1303,0,0,0,0,0,0,0,1,0,0,0,0
3986,271.71,0.0,0.0,90,4,748,0,0,0,0,0,0,0,1,0,0,0,0
25885,288.32,0.0,0.0,1,22,2602,0,0,0,0,0,0,0,1,0,0,0,0
31309,269.34,0.0,0.0,90,3,396,0,0,0,0,0,0,0,1,0,0,0,0
32596,278.75,0.0,0.0,90,8,6377,0,0,0,0,0,0,0,1,0,0,0,0
17161,294.68,4.38,0.0,90,21,3039,0,0,0,0,0,0,0,1,0,0,0,0
7963,292.73,0.0,0.0,24,2,537,0,0,0,0,0,0,0,1,0,0,0,0
23786,286.21,0.0,0.0,1,3,309,0,0,0,0,0,0,0,1,0,0,0,0
18304,300.29,0.0,0.0,1,16,6777,0,0,0,0,0,0,0,1,0,0,0,0
7798,298.98,0.0,0.0,68,4,426,0,0,0,0,0,0,0,1,0,0,0,0
3339,253.88,0.0,0.0,32,3,352,0,0,0,0,0,0,0,1,0,0,0,0
47130,297.48,4.06,0.0,75,18,3629,0,0,0,0,0,0,0,1,0,0,0,0
24086,303.01,0.0,0.0,0,12,5446,0,0,0,0,0,0,0,1,0,0,0,0
27929,280.6,0.0,0.0,1,19,2688,0,0,0,0,0,0,0,1,0,0,0,0
7878,293.9,0.0,0.0,80,8,6265,0,0,0,0,0,0,0,1,0,0,0,0
36316,296.84,0.0,0.0,75,15,5699,0,0,0,0,0,0,0,1,0,0,0,0
5803,276.7,0.0,0.0,90,4,732,0,0,0,0,0,0,0,1,0,0,0,0
27336,292.089,0.0,0.0,8,18,4549,0,0,0,0,0,0,0,1,0,0,0,0
44045,277.69,0.0,0.0,1,6,868,0,0,0,0,0,0,0,1,0,0,0,0
19720,269.75,0.0,0.0,1,18,3773,0,0,0,0,0,0,0,1,0,0,0,0
19971,276.94,0.0,0.0,90,10,3331,0,0,0,0,0,0,0,1,0,0,0,0
19982,276.79,0.0,0.0,90,23,1035,0,0,0,0,0,0,0,1,0,0,0,0
29918,270.28,0.0,0.0,90,7,3921,0,0,0,0,0,0,0,1,0,0,0,0
13348,274.9,0.0,0.0,20,16,6397,0,0,0,0,0,0,0,1,0,0,0,0
27318,278.39799999999997,0.0,0.0,0,23,1735,0,0,0,0,0,0,0,1,0,0,0,0
9870,271.36,0.0,0.0,64,7,6789,0,0,0,0,0,0,0,1,0,0,0,0
43228,272.36,0.0,0.0,90,6,986,0,0,0,0,0,0,0,1,0,0,0,0
21301,266.08,0.0,0.0,90,7,5295,0,0,0,0,0,0,0,1,0,0,0,0
5118,271.56,0.0,0.0,90,8,1569,0,0,0,0,0,0,0,1,0,0,0,0
22884,277.9,1.52,0.0,90,21,2819,0,0,0,0,0,0,0,1,0,0,0,0
27583,285.949,0.0,0.0,88,15,4691,0,0,0,0,0,0,0,1,0,0,0,0
14982,286.23,1.21,0.0,90,12,5292,0,0,0,0,0,0,0,1,0,0,0,0
19213,274.48,0.0,0.0,90,23,935,0,0,0,0,0,0,0,1,0,0,0,0
24092,299.34,0.0,0.0,48,18,4926,0,0,0,0,0,0,0,1,0,0,0,0
13061,279.63,0.0,0.0,40,17,6103,0,0,0,0,0,0,0,1,0,0,0,0
48028,287.18,0.0,0.0,75,7,6591,0,0,0,0,0,0,0,1,0,0,0,0
45359,292.55,0.0,0.0,90,1,411,0,0,0,0,0,0,0,1,0,0,0,0
24100,293.34,0.0,0.0,20,2,635,0,0,0,0,0,0,0,1,0,0,0,0
4385,270.32,0.0,0.0,90,10,4304,0,0,0,0,0,0,0,1,0,0,0,0
6325,280.66,0.0,0.0,90,7,6717,0,0,0,0,0,0,0,1,0,0,0,0
15287,302.16,0.0,0.0,8,19,3505,0,0,0,0,0,0,0,1,0,0,0,0
36681,292.54,0.0,0.0,75,11,4320,0,0,0,0,0,0,0,1,0,0,0,0
440,280.28,0.0,0.0,96,1,773,0,0,0,0,0,0,0,1,0,0,0,0
47787,288.29,5.12,0.0,90,4,858,0,0,0,0,0,0,0,1,0,0,0,0
41149,254.48,0.0,0.0,1,10,4438,0,0,0,0,0,0,0,1,0,0,0,0
45037,297.36,0.0,0.0,1,6,885,0,0,0,0,0,0,0,1,0,0,0,0
35766,291.22,0.0,0.0,1,1,997,0,0,0,0,0,0,0,1,0,0,0,0
42935,269.41,0.0,0.0,5,13,4793,0,0,0,0,0,0,0,1,0,0,0,0
27344,291.628,0.0,0.0,88,2,547,0,0,0,0,0,0,0,1,0,0,0,0
17194,295.15,0.0,0.0,1,21,3462,0,0,0,0,0,0,0,1,0,0,0,0
41757,270.08,0.0,0.0,90,8,4595,0,0,0,0,0,0,0,1,0,0,0,0
38282,279.15,0.0,0.0,90,4,851,0,0,0,0,0,0,0,1,0,0,0,0
23158,291.69,0.0,0.0,75,11,4643,0,0,0,0,0,0,0,1,0,0,0,0
28587,283.02,0.0,0.0,75,7,6201,0,0,0,0,0,0,0,1,0,0,0,0
6349,283.43,0.0,0.0,90,20,2531,0,0,0,0,0,0,0,1,0,0,0,0
17311,287.91,0.0,0.0,1,6,5869,0,0,0,0,0,0,0,1,0,0,0,0
21925,276.82,0.0,0.0,90,16,6371,0,0,0,0,0,0,0,1,0,0,0,0
26982,284.31,0.0,0.0,0,21,2443,0,0,0,0,0,0,0,1,0,0,0,0
40080,253.23,0.0,0.0,5,20,2875,0,0,0,0,0,0,0,1,0,0,0,0
47747,293.45,0.0,0.0,20,7,6533,0,0,0,0,0,0,0,1,0,0,0,0
9771,273.9,0.0,0.0,64,3,305,0,0,0,0,0,0,0,1,0,0,0,0
15057,285.6,0.0,0.0,24,4,803,0,0,0,0,0,0,0,1,0,0,0,0
24586,284.67,0.0,0.0,1,4,790,0,0,0,0,0,0,0,1,0,0,0,0
6223,291.94,0.0,0.0,90,20,2680,0,0,0,0,0,0,0,1,0,0,0,0
13579,279.87,0.0,0.0,75,8,6160,0,0,0,0,0,0,0,1,0,0,0,0
12795,279.28,0.0,0.0,90,15,4787,0,0,0,0,0,0,0,1,0,0,0,0
25648,292.6,1.52,0.0,32,6,4953,0,0,0,0,0,0,0,1,0,0,0,0
6162,287.15,0.0,0.0,90,10,3591,0,0,0,0,0,0,0,1,0,0,0,0
24165,295.34,0.0,0.0,0,19,3338,0,0,0,0,0,0,0,1,0,0,0,0
18011,298.4,0.0,0.0,75,5,633,0,0,0,0,0,0,0,1,0,0,0,0
44819,293.66,0.0,0.0,75,12,4257,0,0,0,0,0,0,0,1,0,0,0,0
27385,290.368,0.0,0.0,92,0,514,0,0,0,0,0,0,0,1,0,0,0,0
21414,270.3,0.0,0.0,1,4,307,0,0,0,0,0,0,0,1,0,0,0,0
37623,290.01,0.0,0.0,90,18,3680,0,0,0,0,0,0,0,1,0,0,0,0
785,272.39,0.0,0.0,1,4,765,0,0,0,0,0,0,0,1,0,0,0,0
44222,287.15,0.0,0.0,90,17,4133,0,0,0,0,0,0,0,1,0,0,0,0
43643,274.15,0.0,0.0,20,7,2330,0,0,0,0,0,0,0,1,0,0,0,0
12811,276.58,0.0,0.0,20,7,6141,0,0,0,0,0,0,0,1,0,0,0,0
44535,295.95,0.0,0.0,90,18,4621,0,0,0,0,0,0,0,1,0,0,0,0
5944,287.09,0.0,0.0,1,13,3678,0,0,0,0,0,0,0,1,0,0,0,0
47435,292.62,1.06,0.0,75,0,522,0,0,0,0,0,0,0,1,0,0,0,0
10190,269.05,0.0,0.0,75,10,2493,0,0,0,0,0,0,0,1,0,0,0,0
34132,285.35,0.0,0.0,90,11,4720,0,0,0,0,0,0,0,1,0,0,0,0
22832,278.67,0.0,0.0,1,3,327,0,0,0,0,0,0,0,1,0,0,0,0
22933,284.82,0.0,0.0,90,11,4924,0,0,0,0,0,0,0,1,0,0,0,0
34488,292.9,0.0,0.0,1,0,750,0,0,0,0,0,0,0,1,0,0,0,0
47221,288.43,0.25,0.0,20,9,5467,0,0,0,0,0,0,0,1,0,0,0,0
17994,303.23,0.0,0.0,1,14,4390,0,0,0,0,0,0,0,1,0,0,0,0
26223,288.63,0.0,0.0,1,23,9,0,0,0,0,0,0,0,1,0,0,0,0
35663,300.22,0.0,0.0,90,17,6022,0,0,0,0,0,0,0,1,0,0,0,0
23359,275.41,0.0,0.0,1,0,1687,0,0,0,0,0,0,0,1,0,0,0,0
15660,296.36,0.0,0.0,90,7,6741,0,0,0,0,0,0,0,1,0,0,0,0
9846,275.16,0.0,0.0,75,7,6866,0,0,0,0,0,0,0,1,0,0,0,0
3694,259.14,0.0,0.0,1,21,2185,0,0,0,0,0,0,0,1,0,0,0,0
