,temperature,rain_1h,snow_1h,clouds_percentage,date_time,population_density,holiday_0,holiday_1,holiday_2,holiday_3,holiday_4,holiday_5,holiday_6,holiday_7,holiday_8,holiday_9,holiday_10,holiday_11
31047,267.775,0.0,0.0,0,22,1722,0,0,0,0,0,0,0,1,0,0,0,0
41684,260.88,0.0,0.0,40,22,1592,0,0,0,0,0,0,0,1,0,0,0,0
27349,291.573,0.0,0.0,92,7,1547,0,0,0,0,0,0,0,1,0,0,0,0
25380,291.79,0.0,0.0,75,6,1033,0,0,0,0,0,0,0,1,0,0,0,0
19802,273.23,0.0,0.0,90,23,1066,0,0,0,0,0,0,0,1,0,0,0,0
26923,286.19,0.0,0.0,12,11,4281,0,0,0,0,0,0,0,1,0,0,0,0
39093,266.01,0.0,0.0,1,9,3432,0,0,0,0,0,0,0,1,0,0,0,0
29145,251.46,0.0,0.0,1,4,864,0,0,0,0,0,0,0,1,0,0,0,0
43272,268.68,0.0,0.0,90,20,618,0,0,0,0,0,0,0,1,0,0,0,0
34657,290.62,0.0,0.0,40,9,4666,0,0,0,0,0,0,0,1,0,0,0,0
40140,257.43,0.0,0.0,90,5,2217,0,0,0,0,0,0,0,1,0,0,0,0
24646,299.32,0.0,0.0,20,16,3220,0,0,0,0,0,0,0,1,0,0,0,0
5104,271.91,0.0,0.0,90,0,1329,0,0,0,0,0,0,0,1,0,0,0,0
3419,268.52,0.0,0.0,90,1,414,0,0,0,0,0,0,0,1,0,0,0,0
7865,299.56,0.0,0.0,0,17,5719,0,0,0,0,0,0,0,1,0,0,0,0
44035,286.46,0.0,0.0,40,20,2718,0,0,0,0,0,0,0,1,0,0,0,0
32128,275.82,0.0,0.0,90,7,6720,0,0,0,0,0,0,0,1,0,0,0,0
13289,276.96,0.0,0.0,75,5,496,0,0,0,0,0,0,0,1,0,0,0,0
13914,275.64,0.25,0.0,1,7,5803,0,0,0,0,0,0,0,1,0,0,0,0
40706,255.61,0.0,0.0,90,7,5568,0,0,0,0,0,0,0,1,0,0,0,0
10837,265.07,0.0,0.0,64,2,518,0,0,0,0,0,0,0,1,0,0,0,0
27253,287.724,0.0,0.0,36,6,5599,0,0,0,0,0,0,0,1,0,0,0,0
46014,291.55,0.0,0.0,90,7,5821,0,0,0,0,0,0,0,1,0,0,0,0
41928,268.74,0.0,0.0,5,9,5230,0,0,0,0,0,0,0,1,0,0,0,0
28526,271.15,0.0,0.0,90,6,862,0,0,0,0,0,0,0,1,0,0,0,0
10910,251.15,0.0,0.0,1,2,288,0,0,0,0,0,0,0,1,0,0,0,0
47275,294.61,0.25,0.0,90,6,1529,0,0,0,0,0,0,0,1,0,0,0,0
43343,268.79,0.0,0.0,90,0,407,0,0,0,0,0,0,0,1,0,0,0,0
29378,275.21,0.0,0.0,90,11,4687,0,0,0,0,0,0,0,1,0,0,0,0
37654,291.88,0.0,0.0,90,17,5599,0,0,0,0,0,0,0,1,0,0,0,0
6526,296.0,0.0,0.0,90,15,6414,0,0,0,0,0,0,0,1,0,0,0,0
46984,291.85,2.41,0.0,90,9,4971,0,0,0,0,0,0,0,1,0,0,0,0
42796,268.95,0.0,0.0,75,10,3629,0,0,0,0,0,0,0,1,0,0,0,0
44319,296.58,0.0,0.0,40,13,4912,0,0,0,0,0,0,0,1,0,0,0,0
29638,267.72,0.0,0.0,1,12,3961,0,0,0,0,0,0,0,1,0,0,0,0
34852,292.71,0.0,0.0,75,14,4762,0,0,0,0,0,0,0,1,0,0,0,0
12484,261.31,0.0,0.0,75,13,4516,0,0,0,0,0,0,0,1,0,0,0,0
44524,294.58,0.0,0.0,90,12,4923,0,0,0,0,0,0,0,1,0,0,0,0
18378,286.41,0.0,0.0,1,10,4601,0,0,0,0,0,0,0,1,0,0,0,0
46763,296.29,0.0,0.0,75,22,2377,0,0,0,0,0,0,0,1,0,0,0,0
38345,277.02,0.0,0.0,90,19,3763,0,0,0,0,0,0,0,1,0,0,0,0
40553,260.23,0.0,0.0,90,14,3557,0,0,0,0,0,0,0,1,0,0,0,0
31302,272.22,0.0,0.0,40,20,2906,0,0,0,0,0,0,0,1,0,0,0,0
31831,275.15,0.0,0.0,90,21,2975,0,0,0,0,0,0,0,1,0,0,0,0
7670,292.87,21.42,0.0,90,7,1745,0,0,0,0,0,0,0,1,0,0,0,0
15369,290.06,0.0,0.0,0,3,453,0,0,0,0,0,0,0,1,0,0,0,0
43963,284.05,0.0,0.0,75,2,270,0,0,0,0,0,0,0,1,0,0,0,0
9012,289.58,0.0,0.0,90,4,850,0,0,0,0,0,0,0,1,0,0,0,0
17081,296.65,0.0,0.0,40,19,3384,0,0,0,0,0,0,0,1,0,0,0,0
46310,299.61,0.0,0.0,20,11,4727,0,0,0,0,0,0,0,1,0,0,0,0
27358,292.535,0.0,0.0,88,18,3842,0,0,0,0,0,0,0,1,0,0,0,0
27307,282.46,0.0,0.0,0,12,4512,0,0,0,0,0,0,0,1,0,0,0,0
31017,275.46,0.0,0.0,36,16,6530,0,0,0,0,0,0,0,1,0,0,0,0
5489,272.55,0.0,0.0,1,0,571,0,0,0,0,0,0,0,1,0,0,0,0
18547,290.75,0.51,0.0,90,8,5940,0,0,0,0,0,0,0,1,0,0,0,0
12515,257.36,0.0,0.0,20,17,6194,0,0,0,0,0,0,0,1,0,0,0,0
46471,293.15,0.0,0.0,1,3,375,0,0,0,0,0,0,0,1,0,0,0,0
7601,298.98,0.0,0.0,0,15,6119,0,0,0,0,0,0,0,1,0,0,0,0
10161,259.36,0.0,0.0,64,4,733,0,0,0,0,0,0,0,1,0,0,0,0
38698,273.44,0.0,0.0,90,13,4309,0,0,0,0,0,0,0,1,0,0,0,0
38509,272.5,0.0,0.0,90,3,349,0,0,0,0,0,0,0,1,0,0,0,0
21729,279.96,0.0,0.0,1,7,2444,0,0,0,0,0,0,0,1,0,0,0,0
1278,283.49,0.0,0.0,75,11,3630,0,0,0,0,0,0,0,1,0,0,0,0
5751,275.81,0.0,0.0,90,15,4818,0,0,0,0,0,0,0,1,0,0,0,0
42364,272.73,0.0,0.0,5,21,2685,0,0,0,0,0,0,0,1,0,0,0,0
7256,300.96,5.84,0.0,44,14,5849,0,0,0,0,0,0,0,1,0,0,0,0
24846,299.53,0.0,0.0,75,16,3869,0,0,0,0,0,0,0,1,0,0,0,0
35959,285.72,0.0,0.0,1,4,468,0,0,0,0,0,0,0,1,0,0,0,0
21890,272.69,0.0,0.0,90,7,6111,0,0,0,0,0,0,0,1,0,0,0,0
32169,286.97,0.0,0.0,1,20,3035,0,0,0,0,0,0,0,1,0,0,0,0
8342,294.2,0.0,0.0,8,12,4084,0,0,0,0,0,0,0,1,0,0,0,0
28013,273.81,0.0,0.0,1,6,1177,0,0,0,0,0,0,0,1,0,0,0,0
22442,284.29,0.0,0.0,1,1,398,0,0,0,0,0,0,0,1,0,0,0,0
8346,295.88,0.0,0.0,12,16,4342,0,0,0,0,0,0,0,1,0,0,0,0
29349,266.71,0.0,0.0,1,8,4865,0,0,0,0,0,0,0,1,0,0,0,0
24437,296.07,0.0,0.0,90,1,1100,0,0,0,0,0,0,0,1,0,0,0,0
30472,271.163,0.0,0.0,92,1,538,0,0,0,0,0,0,0,1,0,0,0,0
20398,259.91,0.0,0.0,1,6,5532,0,0,0,0,0,0,0,1,0,0,0,0
6790,284.7,0.0,0.0,68,4,414,0,0,0,0,0,0,0,1,0,0,0,0
5287,273.39,0.0,0.0,90,13,4871,0,0,0,0,0,0,0,1,0,0,0,0
10003,280.83,0.0,0.0,90,12,4960,0,0,0,0,0,0,0,1,0,0,0,0
1219,279.5,0.0,0.0,90,23,1367,0,0,0,0,0,0,0,1,0,0,0,0
14469,284.66,0.44,0.0,92,19,2923,0,0,0,0,0,0,0,1,0,0,0,0
12529,250.9,0.0,0.0,75,7,5453,0,0,0,0,0,0,0,1,0,0,0,0
33723,291.75,0.0,0.0,90,12,4990,0,0,0,0,0,0,0,1,0,0,0,0
24121,296.36,0.0,0.0,0,23,2256,0,0,0,0,0,0,0,1,0,0,0,0
36881,296.28,0.0,0.0,1,23,1710,0,0,0,0,0,0,0,1,0,0,0,0
44789,295.07,0.0,0.0,90,14,5936,0,0,0,0,0,0,0,1,0,0,0,0
40842,275.51,0.0,0.0,90,18,2398,0,0,0,0,0,0,0,1,0,0,0,0
12081,260.06,0.0,0.0,1,18,4876,0,0,0,0,0,0,0,1,0,0,0,0
36610,290.09,0.0,0.0,75,0,1507,0,0,0,0,0,0,0,1,0,0,0,0
14757,303.64,0.0,0.0,20,16,6234,0,0,0,0,0,0,0,1,0,0,0,0
723,278.97,0.0,0.0,40,14,3989,0,0,0,0,0,0,0,1,0,0,0,0
8415,296.0,0.0,0.0,0,18,4863,0,0,0,0,0,0,0,1,0,0,0,0
40690,258.36,0.0,0.0,75,16,4800,0,0,0,0,0,0,0,1,0,0,0,0
31054,268.381,0.0,0.0,24,5,2755,0,0,0,0,0,0,0,1,0,0,0,0
26684,288.43,0.0,0.0,90,9,3916,0,0,0,0,0,0,0,1,0,0,0,0
29981,258.15,0.0,0.0,75,3,339,0,0,0,0,0,0,0,1,0,0,0,0
37068,293.81,0.0,0.0,40,11,4529,0,0,0,0,0,0,0,1,0,0,0,0
15385,300.23,0.0,0.0,88,19,3600,0,0,0,0,0,0,0,1,0,0,0,0
34344,292.76,0.0,0.0,1,3,802,0,0,0,0,0,0,0,1,0,0,0,0
38083,276.22,0.0,0.0,1,9,5151,0,0,0,0,0,0,0,1,0,0,0,0
19766,274.08,0.0,0.0,90,4,990,0,0,0,0,0,0,0,1,0,0,0,0
4240,274.16,0.0,0.0,90,5,2338,0,0,0,0,0,0,0,1,0,0,0,0
31995,276.28,0.0,0.0,90,0,705,0,0,0,0,0,0,0,1,0,0,0,0
15741,290.85,1.8,0.0,90,7,6000,0,0,0,0,0,0,0,1,0,0,0,0
7460,297.15,0.0,0.0,0,23,1947,0,0,0,0,0,0,0,1,0,0,0,0
15994,297.91,0.0,0.0,92,20,3028,0,0,0,0,0,0,0,1,0,0,0,0
39911,276.0,0.0,0.0,40,3,359,0,0,0,0,0,0,0,1,0,0,0,0
17026,300.2,0.0,0.0,1,12,3926,0,0,0,0,0,0,0,1,0,0,0,0
11934,266.65,0.38,0.0,0,15,4766,0,0,0,0,0,0,0,1,0,0,0,0
22977,276.62,0.0,0.0,1,7,6457,0,0,0,0,0,0,0,1,0,0,0,0
37713,283.43,0.0,0.0,1,0,533,0,0,0,0,0,0,0,1,0,0,0,0
43387,279.23,0.0,0.0,40,18,4827,0,0,0,0,0,0,0,1,0,0,0,0
7783,305.35,0.0,0.0,8,13,5781,0,0,0,0,0,0,0,1,0,0,0,0
18991,287.73,0.0,0.0,5,16,6367,0,0,0,0,0,0,0,1,0,0,0,0
34142,286.82,0.0,0.0,90,20,2764,0,0,0,0,0,0,0,1,0,0,0,0
30744,265.08,0.0,0.0,5,20,3316,0,0,0,0,0,0,0,1,0,0,0,0
32859,280.42,0.0,0.0,90,21,2356,0,0,0,0,0,0,0,1,0,0,0,0
16768,298.41,0.0,0.0,1,11,4707,0,0,0,0,0,0,0,1,0,0,0,0
26729,290.66,0.0,0.0,0,8,5294,0,0,0,0,0,0,0,1,0,0,0,0
2759,270.84,0.0,0.0,40,5,2432,0,0,0,0,0,0,0,1,0,0,0,0
3769,264.1,0.0,0.0,57,15,6103,0,0,0,0,0,0,0,1,0,0,0,0
28048,287.65,0.0,0.0,1,17,3833,0,0,0,0,0,0,0,1,0,0,0,0
3489,271.37,0.0,0.0,90,23,723,0,0,0,0,0,0,0,1,0,0,0,0
43730,293.28,0.0,0.0,75,18,4866,0,0,0,0,0,0,0,1,0,0,0,0
23366,274.99,0.0,0.0,1,7,1391,0,0,0,0,0,0,0,1,0,0,0,0
30106,271.81,0.0,0.0,90,14,4646,0,0,0,0,0,0,0,1,0,0,0,0
42996,263.35,0.0,0.0,1,23,2205,0,0,0,0,0,0,0,1,0,0,0,0
11389,269.64,0.0,0.0,75,17,4470,0,0,0,0,0,0,0,1,0,0,0,0
14617,297.64,0.0,0.0,0,20,2807,0,0,0,0,0,0,0,1,0,0,0,0
23094,288.85,0.0,0.0,40,2,630,0,0,0,0,0,0,0,1,0,0,0,0
31081,275.153,0.0,0.0,0,8,5960,0,0,0,0,0,0,0,1,0,0,0,0
21826,282.01,0.0,0.0,90,21,2458,0,0,0,0,0,0,0,1,0,0,0,0
28560,279.02,0.0,0.0,90,22,1376,0,0,0,0,0,0,0,1,0,0,0,0
179,281.25,0.0,0.0,99,7,6793,0,0,0,0,0,0,0,1,0,0,0,0
34463,290.61,0.0,0.0,90,6,5621,0,0,0,0,0,0,0,1,0,0,0,0
15194,286.52,0.0,0.0,92,3,403,0,0,0,0,0,0,0,1,0,0,0,0
5842,295.54,0.0,0.0,1,19,3229,0,0,0,0,0,0,0,1,0,0,0,0
41031,269.62,0.0,0.0,5,19,4090,0,0,0,0,0,0,0,1,0,0,0,0
38616,274.22,0.0,0.0,1,15,5860,0,0,0,0,0,0,0,1,0,0,0,0
40120,254.86,0.0,0.0,5,12,4752,0,0,0,0,0,0,0,1,0,0,0,0
27928,283.22,0.0,0.0,1,18,3820,0,0,0,0,0,0,0,1,0,0,0,0
7139,291.57,0.0,0.0,48,8,1821,0,0,0,0,0,0,0,1,0,0,0,0
11369,271.65,0.0,0.0,90,21,2712,0,0,0,0,0,0,0,1,0,0,0,0
7668,292.65,25.32,0.0,8,6,958,0,0,0,0,0,0,0,1,0,0,0,0
43132,281.08,0.0,0.0,90,17,6744,0,0,0,0,0,0,0,1,0,0,0,0
42016,278.08,0.0,0.0,90,22,3148,0,0,0,0,0,0,0,1,0,0,0,0
13506,274.18,0.0,0.0,20,7,6816,0,0,0,0,0,0,0,1,0,0,0,0
29005,264.08,0.0,0.0,90,4,318,0,0,0,0,0,0,0,1,0,0,0,0
42107,271.22,0.0,0.0,90,4,807,0,0,0,0,0,0,0,1,0,0,0,0
3855,268.82,0.0,0.0,90,10,3229,0,0,0,0,0,0,0,1,0,0,0,0
536,285.61,0.0,0.0,90,23,1021,0,0,0,0,0,0,0,1,0,0,0,0
10882,257.82,0.0,0.0,64,1,362,0,0,0,0,0,0,0,1,0,0,0,0
26355,296.1,0.0,0.0,1,22,1385,0,0,0,0,0,0,0,1,0,0,0,0
21318,272.65,0.0,0.0,90,0,514,0,0,0,0,0,0,0,1,0,0,0,0
20017,273.68,0.0,0.0,90,15,5783,0,0,0,0,0,0,0,1,0,0,0,0
37950,285.29,0.0,0.0,75,19,3567,0,0,0,0,0,0,0,1,0,0,0,0
24639,293.62,0.0,0.0,40,9,2271,0,0,0,0,0,0,0,1,0,0,0,0
42938,271.68,0.0,0.0,40,16,6500,0,0,0,0,0,0,0,1,0,0,0,0
47358,296.65,0.25,0.0,90,15,4411,0,0,0,0,0,0,0,1,0,0,0,0
25845,293.92,0.0,0.0,76,11,4881,0,0,0,0,0,0,0,1,0,0,0,0
21304,269.01,0.0,0.0,75,10,4047,0,0,0,0,0,0,0,1,0,0,0,0
5580,295.89,0.0,0.0,1,16,4475,0,0,0,0,0,0,0,1,0,0,0,0
22296,273.57,0.0,0.0,90,7,6731,0,0,0,0,0,0,0,1,0,0,0,0
42351,269.86,0.0,0.0,1,8,5907,0,0,0,0,0,0,0,1,0,0,0,0
14798,292.32,2.1,0.0,90,5,709,0,0,0,0,0,0,0,1,0,0,0,0
43109,275.89,0.0,0.0,5,21,2337,0,0,0,0,0,0,0,1,0,0,0,0
16018,295.3,0.0,0.0,1,10,4428,0,0,0,0,0,0,0,1,0,0,0,0
22611,289.79,0.0,0.0,75,19,3634,0,0,0,0,0,0,0,1,0,0,0,0
16425,297.32,0.0,0.0,75,20,3082,0,0,0,0,0,0,0,1,0,0,0,0
10441,259.45,0.0,0.0,64,13,4766,0,0,0,0,0,0,0,1,0,0,0,0
2982,268.8,0.0,0.0,1,21,3090,0,0,0,0,0,0,0,1,0,0,0,0
28836,271.42,0.0,0.0,1,4,798,0,0,0,0,0,0,0,1,0,0,0,0
47453,290.52,0.0,0.0,90,11,4635,0,0,0,0,0,0,0,1,0,0,0,0
44851,292.08,0.0,0.0,75,9,2417,0,0,0,0,0,0,0,1,0,0,0,0
9319,283.75,0.0,0.0,90,14,5466,0,0,0,0,0,0,0,1,0,0,0,0
10864,264.43,0.0,0.0,64,7,1009,0,0,0,0,0,0,0,1,0,0,0,0
40802,268.73,0.0,0.0,1,5,703,0,0,0,0,0,0,0,1,0,0,0,0
24138,299.0,0.0,0.0,0,16,4543,0,0,0,0,0,0,0,1,0,0,0,0
23920,289.77,0.0,0.0,1,23,1999,0,0,0,0,0,0,0,1,0,0,0,0
39483,280.22,0.0,0.0,90,18,4378,0,0,0,0,0,0,0,1,0,0,0,0
29223,257.95,0.0,0.0,90,8,1488,0,0,0,0,0,0,0,1,0,0,0,0
5588,288.53,0.0,0.0,1,0,578,0,0,0,0,0,0,0,1,0,0,0,0
16670,295.17,0.0,0.0,40,9,3455,0,0,0,0,0,0,0,1,0,0,0,0
14405,288.13,0.0,0.0,75,21,3226,0,0,0,0,0,0,0,1,0,0,0,0
44751,288.34,0.0,0.0,75,8,5871,0,0,0,0,0,0,0,1,0,0,0,0
8147,289.57,0.0,0.0,0,2,550,0,0,0,0,0,0,0,1,0,0,0,0
14090,290.9,0.0,0.0,24,14,5401,0,0,0,0,0,0,0,1,0,0,0,0
35350,289.52,0.0,0.0,1,5,796,0,0,0,0,0,0,0,1,0,0,0,0
44829,293.79,0.0,0.0,90,16,3940,0,0,0,0,0,0,0,1,0,0,0,0
6640,284.89,0.0,0.0,1,10,4443,0,0,0,0,0,0,0,1,0,0,0,0
24446,301.28,0.0,0.0,20,10,3970,0,0,0,0,0,0,0,1,0,0,0,0
2659,264.49,0.0,0.0,90,4,675,0,0,0,0,0,0,0,1,0,0,0,0
29850,256.09,0.0,0.0,5,21,2683,0,0,0,0,0,0,0,1,0,0,0,0
16010,292.11,0.0,0.0,1,23,1507,0,0,0,0,0,0,0,1,0,0,0,0
11247,250.15,0.0,0.0,90,16,3040,0,0,0,0,0,0,0,1,0,0,0,0
41555,264.36,0.0,0.0,75,18,4896,0,0,0,0,0,0,0,1,0,0,0,0
164,287.23,0.0,0.0,100,15,5777,0,0,0,0,0,0,0,1,0,0,0,0
22208,272.77,0.0,0.0,40,6,1210,0,0,0,0,0,0,0,1,0,0,0,0
15243,293.69,0.0,0.0,1,7,1452,0,0,0,0,0,0,0,1,0,0,0,0
43117,272.56,0.0,0.0,1,4,886,0,0,0,0,0,0,0,1,0,0,0,0
21029,259.28,0.0,0.0,1,1,358,0,0,0,0,0,0,0,1,0,0,0,0
335,280.71,0.0,0.0,20,10,4547,0,0,0,0,0,0,0,1,0,0,0,0
1877,272.41,0.0,0.0,90,13,3882,0,0,0,0,0,0,0,1,0,0,0,0
36824,292.41,0.0,0.0,90,21,3863,0,0,0,0,0,0,0,1,0,0,0,0
20202,271.26,0.0,0.0,90,22,1856,0,0,0,0,0,0,0,1,0,0,0,0
1642,280.8,0.0,0.0,90,15,4329,0,0,0,0,0,0,0,1,0,0,0,0
39756,264.79,0.0,0.0,90,5,2930,0,0,0,0,0,0,0,1,0,0,0,0
44840,294.28,0.0,0.0,75,22,2863,0,0,0,0,0,0,0,1,0,0,0,0
23634,291.69,0.0,0.0,1,23,1696,0,0,0,0,0,0,0,1,0,0,0,0
5443,273.89,0.0,0.0,90,18,4641,0,0,0,0,0,0,0,1,0,0,0,0
22192,273.75,0.0,0.0,75,4,452,0,0,0,0,0,0,0,1,0,0,0,0
33867,282.82,0.0,0.0,90,2,643,0,0,0,0,0,0,0,1,0,0,0,0
37593,292.82,0.0,0.0,75,16,4975,0,0,0,0,0,0,0,1,0,0,0,0
31159,286.557,0.0,0.0,92,14,4411,0,0,0,0,0,0,0,1,0,0,0,0
14215,284.68,0.25,0.0,1,2,550,0,0,0,0,0,0,0,1,0,0,0,0
17642,295.09,5.04,0.0,90,20,2373,0,0,0,0,0,0,0,1,0,0,0,0
4237,274.59,0.0,0.0,90,1,362,0,0,0,0,0,0,0,1,0,0,0,0
24888,294.42,0.0,0.0,90,6,5344,0,0,0,0,0,0,0,1,0,0,0,0
15047,294.77,0.0,0.0,40,18,4560,0,0,0,0,0,0,0,1,0,0,0,0
29755,252.08,0.0,0.0,20,8,5626,0,0,0,0,0,0,0,1,0,0,0,0
9366,291.4,0.0,0.0,1,0,561,0,0,0,0,0,0,0,1,0,0,0,0
30260,275.21,0.0,0.0,90,4,811,0,0,0,0,0,0,0,1,0,0,0,0
2185,268.35,0.0,0.0,90,2,278,0,0,0,0,0,0,0,1,0,0,0,0
47445,291.79,0.25,0.0,75,6,5633,0,0,0,0,0,0,0,1,0,0,0,0
2888,277.21,0.0,0.0,90,23,1807,0,0,0,0,0,0,0,1,0,0,0,0
21348,262.72,0.0,0.0,1,3,338,0,0,0,0,0,0,0,1,0,0,0,0
29809,250.15,0.0,0.0,75,4,841,0,0,0,0,0,0,0,1,0,0,0,0
12340,276.52,0.0,0.0,75,13,4775,0,0,0,0,0,0,0,1,0,0,0,0
35008,295.95,0.0,0.0,1,19,3146,0,0,0,0,0,0,0,1,0,0,0,0
37016,284.28,0.0,0.0,20,7,2218,0,0,0,0,0,0,0,1,0,0,0,0
18945,294.57,0.0,0.0,75,23,868,0,0,0,0,0,0,0,1,0,0,0,0
34787,285.97,0.0,0.0,40,4,544,0,0,0,0,0,0,0,1,0,0,0,0
26199,286.75,0.0,0.0,1,3,327,0,0,0,0,0,0,0,1,0,0,0,0
28948,262.27,0.0,0.0,1,9,5083,0,0,0,0,0,0,0,1,0,0,0,0
29311,272.09,0.0,0.0,1,18,4403,0,0,0,0,0,0,0,1,0,0,0,0
7417,287.37,0.0,0.0,1,3,333,0,0,0,0,0,0,0,1,0,0,0,0
41737,270.02,0.0,0.0,90,23,1372,0,0,0,0,0,0,0,1,0,0,0,0
32718,287.29,0.0,0.0,90,7,1908,0,0,0,0,0,0,0,1,0,0,0,0
7643,297.62,0.0,0.0,20,10,3948,0,0,0,0,0,0,0,1,0,0,0,0
17861,298.86,0.0,0.0,1,12,5314,0,0,0,0,0,0,0,1,0,0,0,0
14259,286.81,0.76,0.0,56,8,5747,0,0,0,0,0,0,0,1,0,0,0,0
15771,300.84,0.0,0.0,75,14,4479,0,0,0,0,0,0,0,1,0,0,0,0
32889,277.82,0.0,0.0,90,8,5858,0,0,0,0,0,0,0,1,0,0,0,0
10847,267.09,0.0,0.0,64,12,4554,0,0,0,0,0,0,0,1,0,0,0,0
23343,274.91,0.0,0.0,20,8,2748,0,0,0,0,0,0,0,1,0,0,0,0
6453,287.59,0.0,0.0,90,23,975,0,0,0,0,0,0,0,1,0,0,0,0
38299,279.79,0.0,0.0,40,21,3540,0,0,0,0,0,0,0,1,0,0,0,0
32485,289.56,0.0,0.0,1,2,680,0,0,0,0,0,0,0,1,0,0,0,0
21291,265.35,0.0,0.0,75,23,2161,0,0,0,0,0,0,0,1,0,0,0,0
13600,282.55,0.25,0.0,90,5,720,0,0,0,0,0,0,0,1,0,0,0,0
40708,255.5,0.0,0.0,5,9,5045,0,0,0,0,0,0,0,1,0,0,0,0
22697,292.34,0.0,0.0,40,13,5057,0,0,0,0,0,0,0,1,0,0,0,0
45681,295.58,0.0,0.0,40,5,2977,0,0,0,0,0,0,0,1,0,0,0,0
3823,266.63,0.0,0.0,90,8,2976,0,0,0,0,0,0,0,1,0,0,0,0
41006,277.86,0.0,0.0,75,18,4811,0,0,0,0,0,0,0,1,0,0,0,0
26225,287.27,0.0,0.0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0
41525,275.02,0.0,0.0,90,13,4960,0,0,0,0,0,0,0,1,0,0,0,0
768,277.69,0.0,0.0,90,11,4947,0,0,0,0,0,0,0,1,0,0,0,0
22929,277.81,0.0,0.0,75,7,2202,0,0,0,0,0,0,0,1,0,0,0,0
12863,267.21,0.0,0.0,40,11,4785,0,0,0,0,0,0,0,1,0,0,0,0
7966,291.34,0.0,0.0,76,4,402,0,0,0,0,0,0,0,1,0,0,0,0
36990,284.57,0.0,0.0,20,5,2978,0,0,0,0,0,0,0,1,0,0,0,0
39481,282.55,0.0,0.0,90,17,5912,0,0,0,0,0,0,0,1,0,0,0,0
38685,278.15,0.0,0.0,90,4,287,0,0,0,0,0,0,0,1,0,0,0,0
6701,286.69,0.57,0.0,92,20,2821,0,0,0,0,0,0,0,1,0,0,0,0
2823,274.92,0.0,0.0,90,18,4476,0,0,0,0,0,0,0,1,0,0,0,0
28476,271.65,0.0,0.0,1,2,474,0,0,0,0,0,0,0,1,0,0,0,0
27753,289.02,0.0,0.0,1,17,5926,0,0,0,0,0,0,0,1,0,0,0,0
37485,287.07,0.0,0.0,90,8,6261,0,0,0,0,0,0,0,1,0,0,0,0
12505,251.27,0.0,0.0,1,7,5156,0,0,0,0,0,0,0,1,0,0,0,0
40608,255.22,0.0,0.0,5,18,3141,0,0,0,0,0,0,0,1,0,0,0,0
28907,264.75,0.0,0.0,90,20,2743,0,0,0,0,0,0,0,1,0,0,0,0
7376,295.79,0.0,0.0,1,9,5225,0,0,0,0,0,0,0,1,0,0,0,0
5492,270.58,0.0,0.0,1,3,314,0,0,0,0,0,0,0,1,0,0,0,0
5015,275.0,0.0,0.0,90,2,309,0,0,0,0,0,0,0,1,0,0,0,0
19062,274.29,0.0,0.0,1,8,2131,0,0,0,0,0,0,0,1,0,0,0,0
1071,279.87,0.0,0.0,90,1,922,0,0,0,0,0,0,0,1,0,0,0,0
8297,294.51,0.0,0.0,1,12,5600,0,0,0,0,0,0,0,1,0,0,0,0
41663,266.53,0.0,0.0,90,6,4705,0,0,0,0,0,0,0,1,0,0,0,0
2306,263.43,0.0,0.0,20,17,4384,0,0,0,0,0,0,0,1,0,0,0,0
5052,274.07,0.0,0.0,90,18,4956,0,0,0,0,0,0,0,1,0,0,0,0
43587,281.49,0.0,0.0,1,23,1023,0,0,0,0,0,0,0,1,0,0,0,0
48077,283.09,0.0,0.0,20,21,2282,0,0,0,0,0,0,0,1,0,0,0,0
41072,259.08,0.0,0.0,5,11,4409,0,0,0,0,0,0,0,1,0,0,0,0
43036,272.55,0.0,0.0,1,15,4083,0,0,0,0,0,0,0,1,0,0,0,0
5681,275.42,0.0,0.0,90,11,4948,0,0,0,0,0,0,0,1,0,0,0,0
27597,279.226,0.0,0.0,92,5,2716,0,0,0,0,0,0,0,1,0,0,0,0
17282,290.52,0.0,0.0,1,1,416,0,0,0,0,0,0,0,1,0,0,0,0
16261,298.64,0.0,0.0,1,20,2598,0,0,0,0,0,0,0,1,0,0,0,0
22317,276.45,0.0,0.0,90,20,2999,0,0,0,0,0,0,0,1,0,0,0,0
20451,272.39,0.0,0.0,90,23,926,0,0,0,0,0,0,0,1,0,0,0,0
20346,266.0,0.0,0.0,90,1,1550,0,0,0,0,0,0,0,1,0,0,0,0
19730,272.35,0.0,0.0,90,12,4021,0,0,0,0,0,0,0,1,0,0,0,0
21900,274.37,0.0,0.0,90,18,4836,0,0,0,0,0,0,0,1,0,0,0,0
17427,297.65,1.27,0.0,75,17,4199,0,0,0,0,0,0,0,1,0,0,0,0
33168,275.58,0.0,0.0,75,7,2609,0,0,0,0,0,0,0,1,0,0,0,0
4538,271.73,0.0,0.0,90,21,2169,0,0,0,0,0,0,0,1,0,0,0,0
17656,286.57,0.0,0.0,75,5,500,0,0,0,0,0,0,0,1,0,0,0,0
20009,272.72,0.0,0.0,90,6,6054,0,0,0,0,0,0,0,1,0,0,0,0
11158,249.48,0.0,0.0,1,5,2439,0,0,0,0,0,0,0,1,0,0,0,0
5364,270.0,0.0,0.0,1,9,2510,0,0,0,0,0,0,0,1,0,0,0,0
