,holiday,temperature,rain_1h,snow_1h,clouds_percentage,date_time,population_density
17089,7,287.45,0.0,0.0,1,3,350
13566,7,286.7,0.0,0.0,75,19,3487
34934,7,292.09,0.0,0.0,90,3,492
39225,7,280.43,0.0,0.0,5,19,3279
22482,7,292.21,0.0,0.0,1,22,3127
6782,7,285.99,0.0,0.0,80,20,3114
19300,7,279.87,0.0,0.0,1,1,302
18851,7,286.21,0.0,0.0,90,23,952
30441,7,273.95,0.0,0.0,90,19,2753
13478,7,278.74,0.0,0.0,75,3,306
25376,7,292.31,0.0,0.0,20,2,330
37930,7,277.69,0.0,0.0,1,23,1187
18886,7,283.89,0.0,0.0,90,23,1383
9457,7,276.7,0.0,0.0,8,3,388
12184,7,262.81,0.0,0.0,90,1,312
34093,7,286.35,0.0,0.0,75,22,2472
31973,7,276.9,0.0,0.0,90,17,6286
40358,7,250.08,0.0,0.0,1,2,301
626,7,283.22,0.0,0.0,90,21,2587
23457,7,280.94,0.0,0.0,1,3,351
33336,7,290.87,0.0,0.0,75,17,6467
42626,7,275.56,0.0,0.0,90,3,336
19250,7,280.42,0.0,0.0,90,0,1314
19829,7,276.61,0.0,0.0,1,2,535
34331,7,303.03,0.0,0.0,75,17,5965
18095,7,285.21,0.0,0.0,1,1,331
47874,7,287.91,0.0,0.0,90,22,1693
2428,7,260.96,0.0,0.0,1,19,2651
23184,7,284.71,1.44,0.0,90,2,213
27586,7,284.276,0.0,0.0,92,18,4167
44173,7,301.55,0.0,0.0,40,19,3647
11421,7,272.54,0.0,0.0,64,3,307
22580,7,285.73,0.0,0.0,90,19,3448
36650,7,291.72,0.0,0.0,90,17,4371
25741,7,289.8,0.0,0.0,0,3,314
26563,7,293.98,0.0,0.0,90,19,2790
22846,7,277.57,0.0,0.0,90,1,365
36226,7,291.65,0.0,0.0,90,23,1065
2757,7,269.8,0.0,0.0,75,3,314
45426,7,308.87,0.0,0.0,40,18,4798
8119,7,292.85,0.0,0.0,1,21,3171
19483,7,277.29,0.0,0.0,1,3,374
2748,7,264.06,0.0,0.0,20,18,4169
1017,7,277.79,0.0,0.0,40,19,3326
7464,7,295.37,0.0,0.0,0,3,366
42557,7,271.0,0.0,0.0,1,0,645
10739,7,269.31,0.0,0.0,64,1,339
2905,7,259.94,0.0,0.0,40,19,2363
32937,7,279.96,0.0,0.0,1,0,1638
37272,7,286.95,0.0,0.0,90,19,3147
3960,7,273.39,0.0,0.0,90,21,2642
36613,7,289.65,0.0,0.0,90,1,758
12016,7,255.69,0.0,0.0,90,1,298
1547,7,269.73,0.0,0.0,90,3,363
26962,7,282.03,0.0,0.0,0,2,253
8474,7,297.87,0.0,0.0,1,17,4459
33218,7,276.61,0.0,0.0,90,0,530
10181,9,268.24,0.0,0.0,64,0,929
33155,7,282.96,0.0,0.0,1,18,5206
2033,7,274.18,0.0,0.0,90,21,2406
13694,7,273.76,0.0,0.0,90,3,357
39179,7,272.35,0.0,0.0,90,23,1474
34719,7,299.49,0.0,0.0,1,19,3462
12495,7,257.11,0.0,0.0,75,0,471
38414,7,274.15,0.0,0.0,90,19,3498
21629,7,276.61,0.0,0.0,1,17,4769
30397,7,275.46,0.0,0.0,90,20,2317
778,7,276.93,0.0,0.0,75,21,2578
754,7,276.61,0.0,0.0,75,21,2117
38271,7,284.15,0.0,0.0,90,17,6250
31853,7,276.15,0.0,0.0,1,19,3596
29083,7,258.03,0.0,0.0,1,20,2365
1925,7,257.81,0.0,0.0,40,18,4415
27783,7,281.9,0.0,0.0,40,23,992
9120,7,287.58,0.0,0.0,0,0,538
39372,7,271.51,0.0,0.0,1,22,2969
36254,7,296.0,0.0,0.0,75,18,4230
13978,7,278.46,1.52,0.0,75,23,849
16966,7,294.06,0.0,0.0,1,23,1181
4869,7,278.01,0.0,0.0,90,18,3599
5160,7,273.53,0.0,0.0,90,17,6400
20395,7,263.51,0.0,0.0,1,2,270
43985,7,284.15,0.0,0.0,1,0,660
45153,7,292.58,0.0,0.0,90,20,2804
41779,7,259.41,0.0,0.0,1,2,490
33110,7,274.15,0.0,0.0,90,3,364
31831,7,275.15,0.0,0.0,90,21,2975
42232,7,273.35,0.0,0.0,90,0,1662
17798,7,288.63,0.0,0.0,1,23,1896
10384,7,272.03,0.0,0.0,64,3,371
21794,7,286.38,0.0,0.0,90,19,3197
7790,7,304.37,0.0,0.0,0,20,3254
42741,7,276.88,0.0,0.0,20,17,6034
30572,7,269.08,0.0,0.0,90,0,1229
15969,7,293.45,0.0,0.0,40,0,848
35241,7,292.1,0.0,0.0,1,1,392
46034,7,297.62,0.0,0.0,75,18,4465
13161,7,268.46,0.0,0.0,75,21,2232
33390,7,289.43,0.0,0.0,1,23,2042
36988,7,285.55,0.0,0.0,1,3,356
23035,7,291.82,0.0,0.0,1,17,6180
33472,7,284.86,0.0,0.0,90,0,535
8248,7,288.15,0.0,0.0,0,3,373
39608,7,271.48,0.0,0.0,90,19,3631
47823,7,289.05,1.86,0.0,90,1,401
14863,7,288.54,0.0,0.0,0,2,304
36111,7,290.62,0.0,0.0,90,1,362
37600,7,289.22,0.0,0.0,40,22,3326
42811,7,262.15,0.0,0.0,1,1,652
3353,7,261.23,0.0,0.0,90,17,6067
3645,7,264.9,0.0,0.0,20,21,2755
48024,7,288.78,0.0,0.0,1,3,328
3609,7,274.01,0.0,0.0,90,19,3330
37498,7,290.41,0.0,0.0,90,17,6255
23016,7,288.42,0.0,0.0,1,22,1708
2650,7,266.78,0.0,0.0,90,23,1079
22615,7,286.86,0.0,0.0,75,21,2833
45833,7,292.79,0.0,0.0,1,3,437
43045,7,271.49,0.0,0.0,90,19,2455
13760,7,281.05,0.0,0.0,75,21,2786
7867,7,298.8,0.0,0.0,0,19,3404
45288,7,298.82,0.0,0.0,75,19,3438
46061,7,297.55,0.0,0.0,20,21,3435
47589,7,295.55,0.0,0.0,40,20,2732
34723,7,295.55,0.0,0.0,1,23,1402
22522,7,296.69,0.0,0.0,40,20,3125
1493,7,270.6,0.0,0.0,90,21,2098
39351,7,279.4,0.0,0.0,1,1,401
39881,7,270.08,0.0,0.0,1,1,310
7553,7,302.63,0.0,0.0,0,17,6401
4814,7,272.22,0.0,0.0,1,2,508
6223,7,291.94,0.0,0.0,90,20,2680
13378,7,276.36,0.0,0.0,90,23,1008
11585,7,276.793,0.0,0.0,64,21,2400
35922,7,286.35,0.0,0.0,90,17,6060
46220,7,287.3,0.0,0.0,1,1,871
34762,7,288.03,0.0,0.0,1,3,636
21535,7,279.55,0.0,0.0,1,22,3778
3178,7,262.69,0.0,0.0,90,1,669
483,7,278.85,0.0,0.0,48,22,2865
4973,7,278.33,0.0,0.0,90,19,3172
6713,7,285.66,0.25,0.0,92,3,382
2648,7,266.41,0.0,0.0,90,22,1550
28217,7,273.28,0.0,0.0,90,20,2027
41836,7,267.49,0.0,0.0,90,2,381
28297,7,273.59,0.0,0.0,1,1,325
688,7,274.28,0.0,0.0,20,3,411
23276,7,284.44,0.0,0.0,90,1,356
39528,7,266.15,0.0,0.0,1,19,2924
11706,7,252.14,0.0,0.0,40,20,2475
30771,7,272.55,0.0,0.0,90,23,2519
44156,7,291.89,0.0,0.0,40,2,294
27272,7,285.927,0.0,0.0,92,1,272
11348,7,265.03,0.0,0.0,64,2,287
21766,7,283.08,0.0,0.0,90,2,351
10653,7,261.13,0.0,0.0,90,20,2730
27611,7,279.178,0.0,0.0,80,19,2993
728,7,275.86,0.0,0.0,75,19,3169
39835,7,268.79,0.0,0.0,40,22,3020
17509,7,290.49,0.51,0.0,90,21,2582
20694,7,250.75,0.0,0.0,1,0,775
13595,7,284.26,0.0,0.0,90,0,1139
1844,7,272.01,0.0,0.0,90,2,216
16657,7,293.64,13.64,0.0,90,1,696
6623,7,290.14,0.0,0.0,75,17,4383
34517,7,295.6,0.0,0.0,75,1,408
37663,7,291.07,0.0,0.0,90,20,2208
25928,7,300.64,0.0,0.0,1,17,5474
39133,7,277.35,0.0,0.0,1,1,373
18117,7,289.97,5.59,0.0,90,21,2300
30765,7,273.89,0.0,0.0,40,17,4629
34979,7,294.85,0.0,0.0,90,17,4756
18970,7,281.99,0.0,0.0,90,20,2408
16889,7,297.51,0.0,0.0,1,22,2151
19384,7,280.57,0.0,0.0,1,1,299
9249,7,285.77,0.25,0.0,92,0,754
8708,7,300.07,0.0,0.0,0,20,3325
9991,7,280.28,0.0,0.0,64,0,491
17678,7,288.53,0.0,0.0,1,0,528
17080,7,297.83,0.0,0.0,1,18,4317
12703,7,266.72,0.0,0.0,20,18,4659
4029,7,261.8,0.0,0.0,1,2,666
13780,7,290.7,0.72,0.0,90,17,3845
14741,7,292.24,0.0,0.0,1,0,731
39981,7,267.51,0.0,0.0,40,22,2294
14997,7,285.1,0.51,0.0,1,23,2534
42094,7,271.15,0.0,0.0,90,21,753
40973,7,270.08,0.0,0.0,90,19,3637
29555,7,266.61,0.0,0.0,1,1,440
2955,7,260.82,0.0,0.0,20,17,5739
30112,7,271.82,0.0,0.0,90,20,1837
12132,7,254.85,0.0,0.0,1,21,2146
28795,7,272.59,0.0,0.0,90,2,491
28137,7,286.95,0.0,0.0,1,17,5844
10228,7,270.66,0.0,0.0,64,1,672
43288,7,267.92,0.0,0.0,90,2,198
21826,7,282.01,0.0,0.0,90,21,2458
37798,7,286.51,0.0,0.0,90,18,4749
25972,7,292.86,0.51,0.0,90,1,337
39721,7,268.0,0.0,0.0,75,21,2819
15829,7,300.09,0.0,0.0,1,18,5127
37035,7,290.29,0.0,0.0,1,2,673
26050,7,289.88,0.0,0.0,1,23,1726
2403,7,258.0,0.0,0.0,40,18,3838
27219,7,284.478,0.0,0.0,0,19,3224
36005,7,292.15,0.0,0.0,90,20,2872
44330,7,295.75,0.0,0.0,1,0,628
16946,7,292.34,0.0,0.0,1,2,305
43369,7,273.77,0.0,0.0,40,0,524
23641,7,290.79,10.92,0.0,90,3,356
44463,7,299.65,0.0,0.0,75,20,2611
29442,7,274.08,0.0,0.0,90,0,900
30985,7,271.49,0.0,0.0,1,23,1069
43813,7,297.36,0.0,0.0,20,18,5024
33163,7,277.96,0.0,0.0,1,2,573
27637,7,280.686,0.0,0.0,64,21,2492
9340,7,280.88,0.0,0.0,90,3,344
47062,7,291.15,1.78,0.0,1,23,2134
27031,7,288.15,0.0,0.0,0,22,2981
15835,7,291.39,0.0,0.0,1,0,875
26795,7,290.08,0.0,0.0,76,3,313
5841,7,295.92,0.0,0.0,40,18,4556
3899,7,266.03,0.0,0.0,90,23,910
19120,7,283.65,0.0,0.0,1,19,3420
30953,7,275.75,0.0,0.0,90,22,2489
43765,7,291.49,0.0,0.0,75,19,3518
13332,7,272.84,0.0,0.0,90,0,544
25073,7,297.888,0.0,0.0,0,23,1181
3414,7,268.17,0.0,0.0,1,19,3282
29801,7,251.96,0.0,0.0,75,22,1699
37031,7,292.22,0.0,0.0,40,22,2458
19515,7,282.48,0.0,0.0,90,23,888
30401,7,274.75,0.0,0.0,90,23,947
44041,7,279.69,0.0,0.0,1,2,622
22056,7,278.6,0.0,0.0,90,21,2710
32609,7,284.47,0.0,0.0,90,18,4506
45259,7,300.15,0.0,0.0,75,18,3945
37571,7,288.89,0.0,0.0,1,19,4498
29044,7,265.78,0.0,0.0,90,19,2712
10583,7,258.96,0.0,0.0,64,19,3326
4087,7,269.31,0.0,0.0,90,17,4520
3415,7,268.08,0.0,0.0,90,20,3019
46143,7,292.42,0.0,0.0,1,1,388
27905,7,287.09,0.0,0.0,1,19,2678
22001,7,272.55,0.0,0.0,1,1,342
10755,7,265.18,0.0,0.0,64,17,5895
18473,7,291.62,0.0,0.0,40,3,354
10814,7,264.17,0.0,0.0,64,2,364
31594,7,271.15,0.0,0.0,5,19,3529
34488,7,292.9,0.0,0.0,1,0,750
10715,7,256.39,0.0,0.0,90,3,338
4736,7,273.64,0.0,0.0,1,18,4692
41512,7,274.79,0.0,0.0,1,0,639
40006,7,266.82,0.0,0.0,90,23,1779
43423,7,270.65,0.0,0.0,1,3,361
36497,7,294.29,0.0,0.0,1,18,4236
12971,7,267.83,0.0,0.0,90,23,879
29320,7,269.58,0.0,0.0,75,3,354
29775,7,254.69,0.0,0.0,90,1,438
7892,7,292.56,0.0,0.0,0,23,1199
28025,7,282.22,0.0,0.0,1,18,3975
26098,7,288.88,0.0,0.0,90,3,443
14960,7,290.94,0.0,0.0,75,2,760
45190,7,292.95,0.0,0.0,1,3,426
19032,7,283.95,0.0,0.0,1,20,2819
13257,7,272.52,0.25,0.0,90,21,2786
25472,7,298.3,0.0,0.0,0,22,1618
42904,7,271.15,0.0,0.0,90,18,2887
9598,7,276.72,0.0,0.0,90,22,1587
32590,7,276.02,0.0,0.0,1,3,339
16012,7,290.54,0.0,0.0,1,1,495
17561,7,289.57,0.3,0.0,90,17,6216
5583,7,295.48,0.0,0.0,1,19,2967
6875,7,288.28,0.0,0.0,68,3,345
46295,7,299.01,0.0,0.0,20,20,2911
34925,7,297.34,0.0,0.0,75,18,4328
16706,7,296.82,0.0,0.0,1,21,3137
12797,7,279.4,0.0,0.0,90,17,4298
38035,7,282.22,0.0,0.0,90,20,2977
36544,7,296.48,0.0,0.0,20,17,6479
16263,7,295.67,0.0,0.0,1,22,2466
11477,7,261.67,0.0,0.0,1,19,2951
4115,7,270.76,0.0,0.0,90,17,6271
21911,7,270.68,0.0,0.0,90,3,385
3447,7,269.19,0.0,0.0,90,23,1856
47742,7,295.82,0.0,0.0,1,2,260
25190,7,295.96,0.0,0.0,75,22,1
43223,7,272.3,0.0,0.0,90,3,309
13280,7,276.41,0.0,0.0,40,20,2970
16265,7,295.04,0.0,0.0,1,23,3493
36318,7,297.93,0.0,0.0,90,17,6235
39506,7,268.81,0.0,0.0,90,2,278
22481,7,292.93,0.0,0.0,1,21,3258
16968,7,292.84,0.0,0.0,1,1,418
24430,7,300.33,0.0,0.0,40,18,4621
12900,7,278.97,0.0,0.0,20,0,673
31307,7,269.59,0.0,0.0,40,1,805
11204,7,269.63,0.0,0.0,64,22,1782
34625,7,289.4,0.0,0.0,90,2,754
5801,7,277.26,0.0,0.0,90,2,303
19498,7,284.79,0.0,0.0,90,2,237
352,7,287.07,0.0,0.0,90,3,358
42507,7,269.44,0.0,0.0,1,0,578
47772,7,288.66,0.51,0.0,90,21,2090
5214,7,278.39,0.0,0.0,1,20,2813
18097,7,284.76,0.6,0.0,1,3,374
15184,7,289.42,0.0,0.0,90,20,3102
17769,7,294.42,0.0,0.0,1,19,3619
27177,7,275.788,0.0,0.0,0,0,1186
30117,7,271.95,0.0,0.0,90,22,1156
239,7,270.29,0.0,0.0,20,3,413
18464,7,298.37,0.0,0.0,1,18,4339
47075,7,290.78,1.78,0.0,1,3,382
36882,3,295.54,0.0,0.0,1,0,1026
45030,7,301.69,0.0,0.0,1,1,866
9337,7,280.88,0.0,0.0,1,23,914
14205,7,289.44,0.51,0.0,90,20,2890
41308,7,259.15,0.0,0.0,90,2,259
20536,7,251.15,0.0,0.0,1,2,480
35735,7,301.36,0.0,0.0,40,19,3683
18470,7,291.91,0.0,0.0,1,0,490
18740,7,282.66,0.0,0.0,1,22,2386
42098,7,271.36,0.0,0.0,90,23,599
2285,7,264.53,0.0,0.0,75,20,3058
38353,7,275.68,0.0,0.0,90,21,3761
6829,7,293.38,0.0,0.0,92,19,2987
13597,7,284.28,0.0,0.0,90,2,550
35503,7,294.07,0.0,0.0,75,1,495
36527,7,288.75,0.0,0.0,1,0,656
42128,7,272.44,0.0,0.0,40,18,4400
6070,7,298.29,0.0,0.0,75,18,4703
12702,7,268.15,0.0,0.0,20,17,6199
30874,7,262.59,0.0,0.0,5,17,6546
8688,7,300.1,0.0,0.0,8,2,318
21001,7,269.42,0.0,0.0,90,23,572
9631,7,274.83,0.0,0.0,90,17,6534
15174,7,298.9,0.0,0.0,0,21,2753
44360,7,293.89,0.0,0.0,40,0,648
42669,7,274.08,0.0,0.0,90,0,516
27929,7,280.6,0.0,0.0,1,19,2688
44889,7,293.42,0.0,0.0,90,19,3078
5443,7,273.89,0.0,0.0,90,18,4641
18718,7,283.65,0.0,0.0,1,20,3300
47174,7,291.04,0.25,0.0,90,18,4363
9407,7,296.48,0.0,0.0,1,17,5986
22703,7,290.2,0.0,0.0,1,21,3497
734,7,271.41,0.0,0.0,75,1,331
40607,7,256.68,0.0,0.0,5,17,3374
633,7,281.05,0.0,0.0,90,0,665
4092,7,268.72,0.0,0.0,90,22,1770
10778,7,272.35,0.25,0.0,64,17,5793
8893,7,300.82,0.0,0.0,1,17,6503
18318,7,297.27,3.3,0.0,75,0,530
584,7,287.41,0.0,0.0,75,22,1701
20777,7,262.29,0.0,0.0,90,22,2837
19941,7,275.79,0.0,0.0,1,22,2937
1760,7,275.75,0.0,0.0,90,19,3429
24266,7,294.53,0.0,0.0,20,0,1658
46547,7,303.62,0.0,0.0,40,19,3655
25126,7,297.16,0.0,0.0,1,23,1288
43205,7,273.79,0.0,0.0,90,21,2158
27571,7,275.093,0.0,0.0,80,3,327
36690,7,292.58,0.0,0.0,75,19,3035
33035,7,285.71,0.0,0.0,90,18,4537
43849,7,285.09,0.0,0.0,1,2,509
40132,7,256.76,0.0,0.0,40,0,732
2405,7,257.46,0.0,0.0,75,20,2327
36234,7,290.02,0.0,0.0,90,2,277
9185,7,281.9,0.0,0.0,1,23,3035
3491,7,271.04,0.0,0.0,90,1,252
14179,7,285.77,0.0,0.0,40,20,3262
13353,7,272.31,0.0,0.0,40,21,2407
9273,7,287.1,4.32,0.0,92,1,721
40300,7,262.45,0.0,0.0,90,18,3625
30575,7,268.81,0.0,0.0,90,3,302
43839,7,294.9,0.0,0.0,40,19,3146
30196,7,272.82,0.0,0.0,1,22,1662
18760,7,282.38,0.0,0.0,1,21,3049
42536,7,273.54,0.0,0.0,90,3,330
28711,7,275.68,0.0,0.0,90,22,1476
10661,7,260.57,0.0,0.0,90,1,681
43981,7,286.72,0.0,0.0,90,20,3310
27813,7,277.22,0.0,0.0,1,3,372
39668,7,269.86,0.0,0.0,90,2,279
1397,7,285.37,0.0,0.0,20,3,341
11199,7,265.46,0.0,0.0,64,17,5439
4222,7,274.98,0.0,0.0,90,21,3283
11442,7,270.26,0.0,0.0,64,23,831
42299,7,270.15,0.0,0.0,1,3,380
13516,7,283.77,0.0,0.0,20,17,6437
23278,7,284.1,0.0,0.0,90,2,278
19781,7,272.58,0.0,0.0,90,18,4267
1197,7,276.48,0.0,0.0,90,0,575
38140,7,292.62,0.0,0.0,75,18,5119
6678,7,289.63,0.0,0.0,90,0,570
13328,7,285.0,0.42,0.0,90,20,2510
45165,7,291.36,0.0,0.0,75,3,385
21534,7,281.55,0.0,0.0,1,20,3496
24848,7,299.86,0.0,0.0,75,18,3736
32774,7,283.82,0.0,0.0,90,2,280
9697,7,269.72,0.0,0.0,64,23,1291
17519,7,290.08,0.25,0.0,90,1,400
6182,7,297.22,0.0,0.0,1,21,2337
10111,7,271.83,0.0,0.0,1,20,2658
37811,7,286.15,0.0,0.0,90,23,2776
20628,7,268.58,0.0,0.0,90,0,753
31090,7,283.808,0.0,0.0,0,17,5633
19647,7,271.55,0.0,0.0,1,23,1000
39984,7,266.58,0.0,0.0,40,1,474
32353,7,282.81,0.0,0.0,90,21,2147
172,7,282.45,0.0,0.0,90,23,947
40611,7,251.09,0.0,0.0,5,21,4055
11653,7,255.7,0.0,0.0,64,20,2517
1587,7,272.38,0.0,0.0,90,21,2987
41855,7,271.69,0.0,0.0,1,17,4131
38006,7,277.86,0.0,0.0,40,1,822
24310,7,303.15,0.0,0.0,32,20,3354
19644,7,277.82,0.0,0.0,75,17,6157
534,7,286.29,0.0,0.0,90,21,2450
2844,7,274.67,0.0,0.0,90,3,353
26647,7,289.88,0.0,0.0,75,23,1161
43059,7,269.43,0.0,0.0,90,2,251
32845,7,281.01,0.0,0.0,90,17,6192
12593,7,259.89,0.0,0.0,90,23,1616
33650,7,288.76,0.0,0.0,1,23,1008
26314,7,295.0,0.0,0.0,1,21,2368
806,7,270.91,0.0,0.0,1,1,453
24714,7,291.3,0.0,0.0,20,1,358
28798,7,272.62,0.0,0.0,90,3,296
24906,7,295.34,0.0,0.0,1,0,610
39158,7,264.22,0.0,0.0,1,2,320
47814,7,289.96,0.25,0.0,90,19,3309
6350,7,283.29,0.0,0.0,90,21,2660
9889,7,279.16,0.0,0.0,1,1,723
29402,7,274.08,0.0,0.0,90,19,2842
32872,7,279.09,0.0,0.0,90,3,327
26536,7,297.93,0.0,0.0,1,18,4049
45375,7,299.08,0.0,0.0,75,17,6095
34924,7,297.34,0.0,0.0,75,18,4328
2013,7,265.29,0.0,0.0,40,2,556
997,7,276.76,0.0,0.0,90,23,1219
25879,7,291.64,2.79,0.0,75,17,4188
39273,7,277.02,0.0,0.0,1,19,3341
46765,7,293.93,0.0,0.0,1,0,809
35536,7,292.51,0.0,0.0,1,2,333
20131,7,272.23,0.0,0.0,90,22,3437
37466,7,287.9,0.0,0.0,90,23,990
15872,7,301.07,0.0,0.0,40,18,4222
20341,7,265.32,0.0,0.0,90,19,3576
9066,7,281.38,0.0,0.0,1,3,416
14058,7,281.94,0.0,0.0,1,3,370
2910,7,257.7,0.0,0.0,20,0,429
37404,7,294.99,0.0,0.0,1,1,873
37141,7,295.52,0.0,0.0,1,23,1065
44396,7,292.3,0.0,0.0,1,3,363
42361,7,275.42,0.0,0.0,5,18,4771
14665,7,296.3,4.32,0.0,75,20,2735
44664,7,292.29,0.0,0.0,5,21,2490
14207,7,287.69,0.98,0.0,90,21,3024
17225,7,294.72,0.0,0.0,1,2,675
346,7,286.9,0.0,0.0,90,21,2331
14055,7,284.12,0.0,0.0,1,0,549
36877,7,300.08,0.0,0.0,1,19,3548
46709,7,302.23,0.0,0.0,40,17,6014
39495,7,273.09,0.0,0.0,90,22,1653
25131,7,295.19,0.0,0.0,1,2,428
32120,7,276.22,0.0,0.0,90,3,358
41226,7,261.49,0.0,0.0,90,23,2935
21579,7,264.65,0.0,0.0,1,3,454
39532,7,265.29,0.0,0.0,1,23,1014
15554,7,291.89,0.0,0.0,1,21,2911
45959,7,293.88,0.0,0.0,1,0,697
33991,7,287.9,0.0,0.0,90,21,2753
19252,7,280.58,0.0,0.0,90,3,411
28329,7,274.15,0.0,0.0,90,17,4762
13162,7,267.7,0.0,0.0,40,22,1420
14283,7,286.58299999999997,0.0,0.0,68,20,2690
30850,7,267.15,0.0,0.0,90,17,5784
45456,7,297.62,0.0,0.0,40,23,2017
28447,7,274.09,0.0,0.0,90,3,332
39397,7,275.29,0.0,0.0,20,23,3604
30300,7,275.08,0.0,0.0,90,23,1727
25353,7,289.47,0.0,0.0,75,3,230
6503,7,288.03,0.0,0.0,90,17,6538
25001,7,294.301,0.0,0.0,92,23,1854
3962,7,272.08,0.0,0.0,90,23,1150
31735,7,258.21,0.0,0.0,1,3,340
36117,7,289.55,0.0,0.0,40,3,355
9993,7,280.29,0.0,0.0,64,2,262
46404,7,293.8,0.0,0.0,90,22,2594
32412,7,278.82,0.0,0.0,1,0,746
42578,7,276.15,0.0,0.0,90,21,2915
35011,7,293.96,0.0,0.0,40,22,3677
9188,7,281.66,0.0,0.0,1,2,722
36173,7,289.48,0.0,0.0,1,0,1532
45859,7,297.62,0.0,0.0,5,22,3074
15022,7,294.6,0.25,0.0,0,17,4678
15873,7,299.9,0.0,0.0,1,19,3598
42925,7,265.32,0.0,0.0,1,3,337
43708,7,299.69,0.0,0.0,1,20,2673
20182,7,268.49,0.0,0.0,90,20,2256
13087,7,274.72,0.0,0.0,90,19,3374
1843,7,272.01,0.0,0.0,90,2,216
6937,7,290.89,0.64,0.0,24,3,398
7122,7,300.39,0.0,0.0,20,22,2094
42779,7,272.15,0.0,0.0,90,2,485
43509,7,290.22,0.0,0.0,20,17,4303
39958,7,265.65,0.0,0.0,90,23,1204
19205,7,274.95,0.0,0.0,90,19,3172
34612,7,295.61,0.0,0.0,90,19,3614
8187,7,295.1,0.0,0.0,8,20,3075
14924,7,292.19,0.0,0.0,40,22,2245
38777,7,274.61,0.0,0.0,90,21,2445
39794,7,270.22,0.0,0.0,90,18,4776
42646,7,275.01,0.0,0.0,90,17,5956
6074,7,293.87,0.0,0.0,1,22,2317
8529,7,293.46,0.0,0.0,0,1,444
15342,7,290.94,0.0,0.0,64,0,676
28887,7,265.69,0.0,0.0,75,2,273
9496,7,281.4,0.35,0.0,92,23,964
1934,7,259.76,0.0,0.0,90,2,245
21589,7,270.58,0.0,0.0,90,23,1369
24074,7,294.89,0.0,0.0,0,0,831
13355,7,270.96,0.0,0.0,40,23,987
30446,7,273.68,0.0,0.0,90,0,571
9883,7,281.15,0.0,0.0,1,19,3659
2610,7,258.79,0.0,0.0,63,1,349
22364,7,277.74,0.0,0.0,1,19,3565
45321,7,295.22,0.0,0.0,1,0,624
1142,7,269.76,0.0,0.0,90,18,3854
54,7,293.85,0.0,0.0,40,19,3503
39552,7,265.02,0.0,0.0,90,17,5196
20083,7,262.6,0.0,0.0,1,19,3610
33363,7,291.4,0.0,0.0,90,20,3361
13711,7,273.4,1.86,0.0,90,20,2483
15760,7,295.62,0.0,0.0,75,3,462
3400,7,261.02,0.0,0.0,85,23,3022
14833,7,291.36,0.0,0.0,24,3,401
8552,7,296.82,0.0,0.0,0,0,683
46301,7,289.28,0.0,0.0,1,2,299
17058,7,296.84,0.0,0.0,1,20,3007
40935,7,269.69,0.0,0.0,90,18,4270
11390,7,269.37,0.0,0.0,64,19,3107
26353,7,295.7,0.0,0.0,1,21,1857
18268,7,294.26,0.0,0.0,1,3,338
31092,7,283.808,0.0,0.0,0,19,3915
34146,7,284.22,0.0,0.0,1,0,680
15953,7,294.14,0.0,0.0,1,22,2205
41965,7,270.79,0.0,0.0,1,22,2166
2560,7,263.78,0.0,0.0,40,1,1502
1221,7,277.1,0.0,0.0,99,1,435
33093,7,276.95,0.0,0.0,90,18,4631
26540,7,292.34,0.0,0.0,1,22,1461
19876,7,274.8,0.0,0.0,1,23,2114
44040,7,280.4,0.0,0.0,1,1,756
44464,7,299.65,0.0,0.0,75,20,2611
36960,7,281.51,0.0,0.0,1,2,259
34692,7,296.36,0.0,0.0,40,17,6221
38796,7,265.65,0.0,0.0,5,17,6210
14286,7,282.57,0.25,0.0,90,23,922
39134,7,275.75,0.0,0.0,1,2,247
1496,7,267.12,0.0,0.0,90,0,459
5926,7,281.75,0.0,0.0,90,19,3748
9861,7,273.6,0.0,0.0,64,23,1247
45071,7,294.92,0.0,0.0,90,2,272
22256,7,275.28,0.0,0.0,90,17,6213
5929,7,280.81,0.0,0.0,90,22,2726
19496,7,283.42,0.0,0.0,1,20,2483
43836,7,298.44,0.0,0.0,75,18,4156
43056,7,270.22,0.0,0.0,90,0,427
34014,7,294.02,0.0,0.0,40,19,3611
11771,7,259.02,0.64,0.0,64,2,477
36296,7,291.87,0.0,0.0,1,23,1587
23550,7,294.57,0.0,0.0,40,0,775
41190,7,262.22,0.0,0.0,90,3,471
47824,7,289.05,1.86,0.0,90,1,401
3196,7,267.41,0.0,0.0,90,17,2347
46325,7,292.54,0.0,0.0,75,2,352
26963,7,281.75,0.0,0.0,0,3,359
31927,7,270.22,0.0,0.0,1,22,3887
1145,7,268.91,0.0,0.0,90,21,1943
2880,7,276.68,0.0,0.0,90,20,2352
7726,7,298.01,0.0,0.0,12,23,1286
29108,7,258.88,0.0,0.0,20,21,3055
30212,7,272.75,0.0,0.0,1,3,486
4008,7,267.99,0.0,0.0,90,3,379
10999,7,262.28,0.0,0.0,64,1,417
25756,7,298.53,0.0,0.0,24,18,3903
32438,7,271.57,0.0,0.0,1,2,382
26400,7,295.77,0.0,0.0,90,20,2227
36235,7,289.82,0.0,0.0,40,3,337
31114,7,282.231,0.0,0.0,32,17,4871
